    #index           Reference          Calculated         Polynomials    Electrostatics (Permanent + Induced)    
      2856      3.05000000e-01     -1.58403719e-01      2.69852042e-01                         -4.28255761e-01    
      2857      1.20000000e-01     -7.59306585e-02     -1.14685850e-01                          3.87551920e-02    
      2858     -1.60000000e-01     -2.05496064e-01     -1.72501052e-01                         -3.29950124e-02    
      2859      3.10000000e-02     -4.57643642e-01     -4.41736316e-01                         -1.59073263e-02    
      2860     -5.60000000e-02     -1.45777201e-01     -7.27539103e-02                         -7.30232910e-02    
      2861     -5.50000000e-02     -9.22862805e-03     -5.63323215e-02                          4.71036935e-02    
      2862     -1.33000000e-01      1.57347006e-01      2.65948230e-01                         -1.08601223e-01    
      2863     -1.22000000e-01      3.31181755e-01      4.60122927e-01                         -1.28941172e-01    
      2864      2.96000000e-01      4.26746972e-01      3.96488644e-01                          3.02583280e-02    
      2865      1.48000000e-01     -9.06063052e-02     -1.83720885e-01                          9.31145801e-02    
      2866      4.61000000e-01      3.07608534e-01      1.00016876e-01                          2.07591659e-01    
      2867      7.13000000e-01      1.10680342e+00      1.23654404e+00                         -1.29740619e-01    
      2868      6.06000000e-01      7.04027779e-02      2.64661500e-02                          4.39366279e-02    
      2869     -3.03000000e-01     -5.34104742e-01     -7.00579793e-01                          1.66475051e-01    
      2870      2.35000000e-01      3.81309719e-01      4.37673009e-01                         -5.63632902e-02    
      2871     -8.60000000e-02     -1.35913660e-01     -1.49332717e-02                         -1.20980388e-01    
      2872      1.36700000e+00      1.70173088e+00      1.28624521e+00                          4.15485664e-01    
      2873      1.55000000e-01      2.79788754e-01      2.67402421e-01                          1.23863326e-02    
      2874      8.93000000e-01      4.12634718e-01     -6.16838121e-03                          4.18803099e-01    
      2875      7.60000000e-02      1.26522940e-01      7.95574615e-02                          4.69654785e-02    
      2876     -1.34000000e-01     -1.15894339e-01     -3.35647105e-02                         -8.23296289e-02    
      2877      2.50000000e-02      9.47031177e-02      9.35096235e-02                          1.19349422e-03    
      2878      3.70000000e-02      6.33877775e-01      5.46023980e-01                          8.78537948e-02    
      2879      5.50000000e-02     -6.52245968e-02     -6.72230555e-03                         -5.85022912e-02    
      2880      1.79000000e-01     -1.35919232e-02     -7.61613407e-02                          6.25694175e-02    
      2881      4.97000000e-01      7.26840741e-01      5.00173273e-01                          2.26667468e-01    
      2882      1.01000000e-01     -1.83634549e-02     -1.90077909e-01                          1.71714455e-01    
      2883      7.00000000e-02      2.67778572e-02     -1.96475503e-02                          4.64254076e-02    
      2884     -4.60000000e-02     -2.16483345e-01     -1.86234530e-01                         -3.02488153e-02    
      2885     -3.00000000e-03      3.66194231e-01      3.57708022e-01                          8.48620912e-03    
      2886      8.70000000e-02     -3.59528110e-02     -5.98134167e-02                          2.38606057e-02    
      2887      6.80000000e-02      4.89214412e-01      4.20479716e-01                          6.87346960e-02    
      2888     -1.57000000e-01     -1.22768642e-01     -1.39791152e-02                         -1.08789527e-01    
      2889     -1.00000000e-02      4.08539687e-03      2.48048950e-03                          1.60490738e-03    
      2890      1.15000000e-01      1.93047284e-01      1.24878300e-01                          6.81689832e-02    
      2891      1.53000000e-01     -6.79517984e-02     -5.85985842e-02                         -9.35321416e-03    
      2892     -6.10000000e-02     -3.91455275e-02     -1.49966862e-02                         -2.41488413e-02    
      2893      1.03000000e-01      4.80786379e-02     -3.51373065e-03                          5.15923685e-02    
      2894      2.63000000e-01      2.45272398e-02      1.41305938e-02                          1.03966460e-02    
      2895      5.28000000e-01      5.71487761e-02     -4.37767216e-02                          1.00925498e-01    
      2896      1.73000000e-01      1.71627095e-01      2.59080735e-01                         -8.74536397e-02    
      2897     -1.62000000e-01     -2.79357423e-02      6.36008687e-02                         -9.15366111e-02    
      2898      3.95000000e-01      7.94175987e-01      3.67640062e-01                          4.26535925e-01    
      2899      4.89000000e-01      1.03652949e-01      2.88626234e-01                         -1.84973285e-01    
      2900     -4.50000000e-02      2.69513462e-02      3.14335763e-01                         -2.87384416e-01    
      2901      1.73400000e+00      6.92258029e-01      2.80843122e-01                          4.11414907e-01    
      2902      2.16000000e-01      1.11438617e-01      1.05926040e-01                          5.51257726e-03    
      2903      3.22000000e-01      1.98979178e-01      9.32268249e-02                          1.05752353e-01    
      2904     -3.00000000e-02      3.83189891e-03      1.30126602e-02                         -9.18076125e-03    
      2905     -1.54000000e-01      5.54346686e-02      3.41378150e-02                          2.12968536e-02    
      2906     -2.20000000e-02      1.96280386e-02      3.21406681e-03                          1.64139718e-02    
      2907      1.56000000e-01     -3.65707253e-01     -3.80867015e-01                          1.51597619e-02    
      2908      6.40000000e-01      1.16127004e-01      1.31857579e-01                         -1.57305750e-02    
      2909      2.56000000e-01      2.70708566e-01      2.77904719e-01                         -7.19615341e-03    
      2910     -8.00000000e-03     -1.11193034e-02     -1.63599970e-03                         -9.48330368e-03    
      2911      2.05000000e-01      2.90112266e-01      1.63747686e-01                          1.26364581e-01    
      2912     -8.00000000e-02      1.91803317e-01      2.56695903e-01                         -6.48925860e-02    
      2913     -9.10000000e-02      1.39284119e-01      1.69516123e-01                         -3.02320039e-02    
      2914     -3.70000000e-02     -2.97505438e-01     -2.74382183e-01                         -2.31232555e-02    
      2915      7.40000000e-02     -6.97576475e-01     -6.49792781e-01                         -4.77836947e-02    
      2916      2.22000000e-01      6.39942481e-02     -5.21792741e-02                          1.16173522e-01    
      2917      5.40000000e-02     -9.11123898e-02     -8.62037721e-02                         -4.90861768e-03    
      2918     -1.01000000e-01     -2.07127548e-01      3.17954173e-02                         -2.38922965e-01    
      2919      1.53000000e-01      1.59653215e-01      1.86415425e-01                         -2.67622092e-02    
      2920     -2.49000000e-01      2.25200375e-02      3.89515036e-01                         -3.66994999e-01    
      2921      2.67000000e-01      1.22787996e-01      7.29794674e-02                          4.98085284e-02    
      2922      6.03000000e-01      5.53152756e-01      2.49950631e-01                          3.03202125e-01    
      2923     -1.30000000e-02      8.17826883e-02      9.89668820e-02                         -1.71841938e-02    
      2924      1.20000000e-01     -3.99544345e-01     -4.83110205e-01                          8.35658596e-02    
      2925      1.81000000e-01     -2.97907595e-01     -4.20339492e-01                          1.22431896e-01    
      2926     -1.56000000e-01     -2.69408573e-01     -1.98500304e-01                         -7.09082691e-02    
      2927      3.20000000e-02     -2.88586345e-01     -3.20777867e-01                          3.21915217e-02    
      2928      2.99000000e-01      5.68437661e-02     -1.12986281e-01                          1.69830047e-01    
      2929     -9.10000000e-02      1.25117144e-01      2.71125988e-01                         -1.46008844e-01    
      2930      7.49000000e-01      3.67769402e-01     -1.84931002e-02                          3.86262502e-01    
      2931     -1.66000000e-01     -3.14003804e-04      1.80300120e-01                         -1.80614124e-01    
      2932      1.91000000e-01     -2.35181411e-02     -1.71773007e-01                          1.48254866e-01    
      2933      2.59000000e-01     -9.61782042e-02     -1.95062039e-01                          9.88838353e-02    
      2934      5.56000000e-01      4.82133492e-01      3.20823473e-01                          1.61310018e-01    
      2935      2.05000000e-01      3.12219781e-01      1.87601317e-01                          1.24618464e-01    
      2936      4.67000000e-01      2.43186980e-01      8.13134737e-02                          1.61873507e-01    
      2937      4.50000000e-01      3.72390713e-01      7.05665997e-02                          3.01824113e-01    
      2938      6.00000000e-03      4.07290215e-02      8.20521149e-02                         -4.13230935e-02    
      2939     -1.51000000e-01     -1.80426130e-01     -4.41788137e-02                         -1.36247316e-01    
      2940      4.50000000e-02     -1.45307870e-01     -1.71072763e-01                          2.57648923e-02    
      2941      1.78000000e-01      1.60721974e-01      1.12739270e-01                          4.79827039e-02    
      2942      3.52000000e-01      3.30385073e-02      4.77488045e-02                         -1.47102972e-02    
      2943      3.01100000e+00      2.76235983e+00      2.82490006e+00                         -6.25402292e-02    
      2944      1.71000000e-01      1.69371052e-01      9.79350080e-02                          7.14360439e-02    
      2945     -1.17000000e-01      2.87090459e-02      2.39025454e-01                         -2.10316408e-01    
      2946      6.11000000e-01      9.46695333e-01      6.12406233e-01                          3.34289100e-01    
      2947     -1.09000000e-01      1.81389260e-01      1.55946279e-01                          2.54429802e-02    
      2948      1.64000000e-01      4.49157221e-01      3.95143627e-01                          5.40135931e-02    
      2949      6.70000000e-02     -1.67844831e-01     -4.46179088e-02                         -1.23226922e-01    
      2950     -3.20000000e-02     -1.33766378e-01     -1.46516279e-01                          1.27499019e-02    
      2951     -9.87000000e-01      7.22895152e-02      3.69761550e-01                         -2.97472035e-01    
      2952      1.98000000e-01      5.74196511e-01      4.02047026e-01                          1.72149486e-01    
      2953      1.10000000e-02      3.00340034e-03      5.69668335e-03                         -2.69328300e-03    
      2954      8.40000000e-02      2.57057990e-01      2.86653670e-01                         -2.95956802e-02    
      2955     -2.63000000e-01     -1.72323981e-01     -1.08565232e-01                         -6.37587497e-02    
      2956     -4.80000000e-02     -1.04616534e-01     -1.34654719e-01                          3.00381848e-02    
      2957      1.50000000e-01      9.41996766e-01      7.26162807e-01                          2.15833959e-01    
      2958      5.31000000e-01      9.91444016e-01      7.64030861e-01                          2.27413155e-01    
      2959      2.40000000e-01      3.69615426e-02     -1.57929334e-03                          3.85408359e-02    
      2960     -2.85000000e-01      3.45076192e-01      5.74050699e-01                         -2.28974508e-01    
      2961      6.50000000e-02      1.85618523e-02     -4.34554487e-02                          6.20173010e-02    
      2962      7.00000000e-02     -6.04967240e-01     -4.87354026e-01                         -1.17613214e-01    
      2963      6.30000000e-02     -3.48482689e-01     -2.58454013e-02                         -3.22637288e-01    
      2964     -1.30000000e-01     -1.38429233e-01     -2.48946122e-01                          1.10516889e-01    
      2965      8.95000000e-01      2.71969895e-01     -2.40842561e-02                          2.96054151e-01    
      2966      2.50000000e-02     -1.60313327e-03     -3.96254893e-03                          2.35941566e-03    
      2967      1.52000000e-01     -6.00559216e-03     -3.37214556e-02                          2.77158634e-02    
      2968     -7.80000000e-02     -1.22334638e-02      2.89536947e-02                         -4.11871585e-02    
      2969      4.10000000e-02     -1.74867392e-01     -1.86658544e-01                          1.17911512e-02    
      2970      2.36000000e-01      3.71104175e-01      2.11030793e-01                          1.60073382e-01    
      2971     -8.00000000e-03      1.09697098e-03      8.47258785e-03                         -7.37561688e-03    
      2972     -8.00000000e-03     -6.56058949e-01     -6.24027852e-01                         -3.20310974e-02    
      2973     -5.13000000e-01     -1.51990575e-01      9.19643920e-02                         -2.43954967e-01    
      2974      3.35000000e-01      3.43997003e-01      3.78433757e-01                         -3.44367537e-02    
      2975      7.10000000e-02      4.24756862e-02      1.29917581e-02                          2.94839281e-02    
      2976     -7.70000000e-02     -7.59944010e-02     -2.99576002e-02                         -4.60368008e-02    
      2977      7.38000000e-01      6.51946319e-01      1.15104408e-01                          5.36841911e-01    
      2978     -1.10000000e-01     -6.32190395e-02      6.95883902e-03                         -7.01778785e-02    
      2979      8.20000000e-02      5.51198315e-02      3.25592295e-02                          2.25606021e-02    
      2980      2.70000000e-02     -6.73724286e-02     -8.39559084e-02                          1.65834798e-02    
      2981     -1.91000000e-01      1.08223091e-01      2.66998261e-01                         -1.58775170e-01    
      2982     -6.90000000e-02     -2.08063933e-02      4.41270914e-02                         -6.49334847e-02    
      2983     -5.30000000e-02      6.81317617e-02      1.24137562e-01                         -5.60058003e-02    
      2984     -2.67000000e-01     -1.52897284e-01     -1.47250917e-02                         -1.38172192e-01    
      2985      4.06000000e-01     -3.27036474e-01     -5.02972411e-01                          1.75935937e-01    
      2986     -1.00000000e-01      7.60763754e-02      1.67921899e-01                         -9.18455235e-02    
      2987     -2.90000000e-02     -3.85950820e-02     -1.10345524e-02                         -2.75605296e-02    
      2988      1.69000000e-01      9.78331843e-02      2.26995943e-02                          7.51335900e-02    
      2989      5.20000000e-02      4.40647342e-02      1.67571431e-02                          2.73075911e-02    
      2990      3.48000000e-01      5.64881882e-01      5.25628053e-01                          3.92538289e-02    
      2991     -4.00000000e-02     -6.74200340e-02     -1.51092804e-02                         -5.23107535e-02    
      2992      2.61000000e-01      3.95271897e-01      2.64200907e-01                          1.31070990e-01    
      2993     -9.50000000e-02     -3.46572094e-01     -3.33171880e-01                         -1.34002141e-02    
      2994     -1.90000000e-01      3.96144391e-01      5.32189248e-01                         -1.36044857e-01    
      2995     -2.00000000e-03      2.42468531e-02      4.98551031e-02                         -2.56082500e-02    
      2996      3.20000000e-02      9.89843465e-02      6.07020840e-02                          3.82822625e-02    
      2997     -1.90000000e-02     -2.08365357e-01     -1.57236032e-01                         -5.11293256e-02    
      2998      4.62000000e-01     -1.54483661e-01     -2.60032868e-01                          1.05549207e-01    
      2999      3.40000000e-01      5.15970524e-01      3.31572036e-01                          1.84398489e-01    
      3000      6.10000000e-02     -8.12075690e-02     -8.35291727e-02                          2.32160372e-03    
      3001     -1.82000000e-01      3.29279995e-01      4.20688316e-01                         -9.14083207e-02    
      3002      3.17000000e-01      1.10426700e+00      1.30480262e+00                         -2.00535612e-01    
      3003      9.90000000e-01      1.00934469e+00      1.08048446e+00                         -7.11397709e-02    
      3004      3.16000000e-01      3.50032653e-01      2.40168731e-01                          1.09863922e-01    
      3005     -1.10000000e-02      1.79046857e-01      1.86706434e-01                         -7.65957745e-03    
      3006      1.10000000e-01      9.18223092e-02      9.82831548e-03                          8.19939938e-02    
      3007      3.00000000e-03     -4.02071928e-02     -3.48762819e-02                         -5.33091091e-03    
      3008      1.14000000e-01      3.64594488e-01      3.01338963e-01                          6.32555245e-02    
      3009      1.86000000e-01      9.32882292e-03     -6.56201864e-02                          7.49490093e-02    
      3010      1.82000000e-01      1.58344720e-01      7.42186854e-02                          8.41260345e-02    
      3011      5.80000000e-02      2.89026479e-02      3.70267846e-02                         -8.12413673e-03    
      3012      1.49000000e-01      4.37923500e-01      3.97063499e-01                          4.08600008e-02    
      3013      7.20000000e-02     -1.16014954e-02     -5.96071671e-02                          4.80056716e-02    
      3014      9.30000000e-02      5.18403136e-02      2.17605322e-03                          4.96642604e-02    
      3015     -8.30000000e-02     -1.07735935e-01     -1.20736716e-01                          1.30007812e-02    
      3016      6.00000000e-03      1.59041375e-02      1.83775653e-02                         -2.47342783e-03    
      3017      1.63000000e-01      1.31522761e-01      8.88193368e-02                          4.27034246e-02    
      3018     -1.35000000e-01      1.82910424e-01      3.10996133e-01                         -1.28085709e-01    
      3019      5.27000000e-01      6.67788899e-01      5.79584618e-01                          8.82042804e-02    
      3020     -3.19000000e-01     -1.04920271e+00     -7.15297797e-01                         -3.33904913e-01    
      3021      1.32000000e-01      2.18289405e-01      9.50244642e-02                          1.23264941e-01    
      3022     -1.75000000e-01     -5.59633540e-01     -4.41598602e-01                         -1.18034938e-01    
      3023     -5.70000000e-02     -4.16445125e-02     -3.19967856e-03                         -3.84448339e-02    
      3024      3.10000000e-02     -2.14474877e-01     -2.80786852e-01                          6.63119750e-02    
      3025      8.40000000e-02     -3.69707269e-01     -5.73183073e-01                          2.03475804e-01    
      3026      3.40000000e-02      1.19940454e-02      1.75775522e-02                         -5.58350678e-03    
      3027      2.65500000e+00      3.25684252e+00      2.80986022e+00                          4.46982298e-01    
      3028     -2.79000000e-01     -1.83749057e-01     -1.20205900e-01                         -6.35431566e-02    
      3029     -1.22000000e-01     -1.58435098e-01     -8.01880732e-02                         -7.82470252e-02    
      3030     -3.00000000e-03      5.37016844e-02      5.78460142e-02                         -4.14432974e-03    
      3031     -8.00000000e-03      2.41701962e-01      2.30624055e-01                          1.10779071e-02    
      3032      1.57000000e-01      1.99755092e-01      2.53732057e-01                         -5.39769655e-02    
      3033      2.51000000e-01      1.81113055e-01      1.38158127e-01                          4.29549277e-02    
      3034      9.70000000e-02     -2.23996300e-02      1.08641859e-02                         -3.32638159e-02    
      3035      1.19300000e+00      1.61147116e+00      9.13817278e-01                          6.97653884e-01    
      3036      1.20200000e+00      9.55415386e-02     -4.77096592e-01                          5.72638130e-01    
      3037      9.60000000e-02      1.79432903e-01      6.98959757e-02                          1.09536927e-01    
      3038      3.70000000e-02      5.74771099e-02      6.17583863e-02                         -4.28127641e-03    
      3039      6.70000000e-02     -1.92006621e-01     -1.99681077e-01                          7.67445654e-03    
      3040     -9.28000000e-01     -6.00589875e-01     -3.19410083e-01                         -2.81179792e-01    
      3041     -1.72000000e-01     -7.16204988e-01     -5.36090663e-01                         -1.80114326e-01    
      3042      7.50000000e-02      3.46267062e-01      3.39358305e-01                          6.90875635e-03    
      3043      2.24000000e-01     -3.61584348e-02     -4.55119048e-02                          9.35346999e-03    
      3044      9.53000000e-01      3.89137837e-01      2.44402224e-01                          1.44735613e-01    
      3045      4.87000000e-01      3.01778599e-01      2.48481157e-01                          5.32974425e-02    
      3046     -1.40000000e-02     -7.21410353e-02      4.65340051e-02                         -1.18675040e-01    
      3047      3.10000000e-01      3.86872474e-01      2.30356040e-01                          1.56516434e-01    
      3048      1.20000000e-01      1.20066054e-01      4.94085723e-02                          7.06574821e-02    
      3049      4.86000000e-01     -1.98273048e-01     -4.30309411e-01                          2.32036362e-01    
      3050     -1.90000000e-01     -2.58820248e-01     -6.80251006e-02                         -1.90795148e-01    
      3051      5.30000000e-02      4.73328318e-01      6.07931674e-01                         -1.34603356e-01    
      3052      4.22000000e-01     -3.84938929e-01     -3.90503889e-01                          5.56496062e-03    
      3053      1.70000000e-02      7.74143469e-02      5.12656857e-02                          2.61486611e-02    
      3054      6.49000000e-01      1.52709735e+00      1.39329422e+00                          1.33803136e-01    
      3055      1.10000000e-01     -7.77636236e-02     -1.25897456e-01                          4.81338324e-02    
      3056      3.17000000e-01     -1.78119504e-01     -1.83792493e-01                          5.67298968e-03    
      3057      3.51000000e-01      6.20457361e-01      6.34336600e-01                         -1.38792388e-02    
      3058     -1.05000000e-01     -9.31135138e-02      1.96598982e-02                         -1.12773412e-01    
      3059      1.37000000e-01      9.92622515e-03     -5.64499238e-02                          6.63761489e-02    
      3060      3.20000000e-02      1.00858828e+00      1.19689278e+00                         -1.88304496e-01    
      3061     -8.87000000e-01     -7.35507586e-01     -2.23563520e-01                         -5.11944066e-01    
      3062     -1.53000000e-01     -1.94545294e-01     -5.58848387e-02                         -1.38660455e-01    
      3063     -1.01000000e-01     -2.97972261e-01     -2.28703272e-01                         -6.92689888e-02    
      3064     -8.70000000e-02     -1.37456978e-01     -7.33859819e-02                         -6.40709957e-02    
      3065     -1.57000000e-01     -1.74523762e-01     -5.64648823e-02                         -1.18058880e-01    
      3066      8.80000000e-02      3.22649172e-01      2.36791981e-01                          8.58571908e-02    
      3067      2.65000000e-01     -5.68997641e-02     -2.53957555e-01                          1.97057791e-01    
      3068      2.19000000e-01      1.10047706e-02      2.61000339e-02                         -1.50952632e-02    
      3069     -2.70000000e-02      7.95191175e-02      9.83841642e-02                         -1.88650467e-02    
      3070      2.04000000e-01      1.93284136e-01      2.24879376e-01                         -3.15952409e-02    
      3071      2.39000000e-01      1.98525414e-01      1.44044861e-01                          5.44805533e-02    
      3072     -5.00000000e-02     -9.85771389e-02     -3.09350679e-02                         -6.76420710e-02    
      3073      3.34000000e-01      3.02012494e-02     -9.35505545e-02                          1.23751804e-01    
      3074      2.74000000e-01      4.23055204e-01      3.76806102e-01                          4.62491019e-02    
      3075     -1.87000000e-01      1.72502736e-01      2.29325702e-01                         -5.68229655e-02    
      3076      2.40000000e-02     -7.34866939e-02     -7.25061405e-02                         -9.80553343e-04    
      3077      1.31000000e-01      2.27688882e-01      1.53016574e-01                          7.46723080e-02    
      3078      5.72000000e-01      3.45197371e-01      1.55683217e-01                          1.89514154e-01    
      3079     -1.28000000e-01     -2.43194459e-01     -1.86236055e-01                         -5.69584037e-02    
      3080     -5.90000000e-02     -4.61045470e-01     -5.10562723e-01                          4.95172533e-02    
      3081      7.70000000e-02      8.55410834e-02      5.99454809e-02                          2.55956024e-02    
      3082     -1.51000000e-01     -9.41863233e-03      1.60859208e-01                         -1.70277841e-01    
      3083     -2.60000000e-02     -3.06955357e-02      5.21071015e-02                         -8.28026372e-02    
      3084     -1.09000000e-01     -1.61421733e-04      2.67136562e-02                         -2.68750779e-02    
      3085      4.90000000e-02     -3.63475161e-02     -3.08746308e-02                         -5.47288533e-03    
      3086      1.86000000e-01      1.63089725e-01      7.69624053e-02                          8.61273201e-02    
      3087     -3.30000000e-02      1.98729687e-02      8.75029342e-02                         -6.76299655e-02    
      3088      2.30000000e-02     -3.40957802e-02     -5.35357724e-02                          1.94399922e-02    
      3089     -1.10000000e-01     -1.40911325e-01     -1.11527144e-01                         -2.93841806e-02    
      3090      6.00000000e-03      3.32332192e-01      3.13712022e-01                          1.86201707e-02    
      3091      5.90000000e-02      1.02029517e-02     -2.33387117e-02                          3.35416634e-02    
      3092     -1.00000000e-03     -4.91943031e-02     -5.34559686e-02                          4.26166553e-03    
      3093     -1.20000000e-02      4.77268353e-02      7.72997555e-02                         -2.95729202e-02    
      3094     -1.60000000e-02     -2.48484140e-01     -2.28391597e-01                         -2.00925432e-02    
      3095     -3.00000000e-03      5.82201697e-02      7.31993944e-02                         -1.49792248e-02    
      3096      1.02000000e-01      1.85031858e-01      1.81982877e-01                          3.04898054e-03    
      3097      1.03000000e-01      4.18833150e-01      3.11313436e-01                          1.07519714e-01    
      3098     -5.00000000e-03      5.86351842e-01      4.75911493e-01                          1.10440349e-01    
      3099     -3.03000000e-01      9.05450914e-01      4.68088709e-01                          4.37362205e-01    
      3100     -2.02000000e-01      2.32431647e-01      3.68171045e-01                         -1.35739398e-01    
      3101      6.60000000e-02     -4.26237456e-02     -1.08551491e-01                          6.59277454e-02    
      3102      3.09000000e-01      4.74971792e-01      3.13009779e-01                          1.61962014e-01    
      3103     -5.50000000e-02     -8.70316120e-02     -6.38410195e-02                         -2.31905926e-02    
      3104     -3.07000000e-01     -1.54317511e-01      1.72828412e-01                         -3.27145923e-01    
      3105      3.19000000e-01      4.09577162e-01      2.28801910e-01                          1.80775252e-01    
      3106      8.30000000e-02     -2.68275513e-02     -8.14253690e-02                          5.45978178e-02    
      3107     -8.00000000e-03      8.93427692e-02      9.94048266e-02                         -1.00620574e-02    
      3108     -7.90000000e-02     -3.84741154e-02      2.83993840e-02                         -6.68734994e-02    
      3109      1.69000000e-01      4.00995368e-01      3.28877854e-01                          7.21175143e-02    
      3110      6.24000000e-01      1.19017069e+00      9.41960976e-01                          2.48209715e-01    
      3111      6.20000000e-02     -1.22437393e-01     -1.89179149e-01                          6.67417554e-02    
      3112      1.10000000e-01     -7.48424342e-02     -1.33561971e-01                          5.87195369e-02    
      3113      9.80000000e-02      4.94508322e-01      4.01192675e-01                          9.33156471e-02    
      3114      2.46000000e-01      1.58787208e-01      7.92957607e-02                          7.94914470e-02    
      3115      8.10000000e-02     -6.63301680e-02     -1.12973657e-01                          4.66434886e-02    
      3116     -1.67000000e-01     -1.24509803e-01     -4.99286251e-02                         -7.45811776e-02    
      3117      1.76000000e-01      6.59426133e-03     -3.73770489e-02                          4.39713102e-02    
      3118     -1.14000000e-01     -4.37358909e-01     -3.62250087e-01                         -7.51088224e-02    
      3119     -7.10000000e-02      5.17782378e-01      5.73893819e-01                         -5.61114408e-02    
      3120     -5.50000000e-02      1.30173476e-01      2.41477534e-01                         -1.11304059e-01    
      3121     -3.30000000e-02     -2.55483231e-01     -2.71969130e-01                          1.64858989e-02    
      3122     -5.60000000e-02     -2.93762159e-01     -2.66487040e-01                         -2.72751191e-02    
      3123     -8.90000000e-02      1.33599911e-01      1.42492299e-01                         -8.89238800e-03    
      3124     -9.70000000e-02      6.07266155e-01      8.46329841e-01                         -2.39063686e-01    
      3125      1.50000000e-02     -6.47669049e-02     -6.68766039e-02                          2.10969900e-03    
      3126      6.60000000e-02     -2.09240653e-02     -3.67911956e-02                          1.58671303e-02    
      3127     -1.60000000e-02     -8.17088836e-01     -5.79721514e-01                         -2.37367322e-01    
      3128      1.80000000e-01      1.29970181e-01      9.35513199e-02                          3.64188610e-02    
      3129     -5.00000000e-03      1.22106161e-01      1.06322743e-01                          1.57834173e-02    
      3130      3.52000000e-01      3.82389784e-01      3.45511810e-01                          3.68779743e-02    
      3131     -6.80000000e-02      1.43998534e-01      1.80271460e-01                         -3.62729258e-02    
      3132     -3.07000000e-01     -8.44431064e-02      1.47164995e-01                         -2.31608101e-01    
      3133     -3.40000000e-02      1.06652869e-01      1.23216491e-01                         -1.65636212e-02    
      3134     -1.75000000e-01     -8.08284442e-02      1.39714716e-01                         -2.20543160e-01    
      3135     -1.06000000e-01     -1.63911637e-01     -3.82899416e-02                         -1.25621695e-01    
      3136      2.74000000e-01      1.73134153e-01      3.58409525e-01                         -1.85275372e-01    
      3137      2.15000000e-01      1.09507641e-02      6.32020371e-02                         -5.22512730e-02    
      3138      6.32000000e-01      2.79078207e-01      2.62325044e-01                          1.67531628e-02    
      3139     -5.00000000e-02     -6.07373707e-02     -1.74658552e-02                         -4.32715154e-02    
      3140      1.06000000e-01      1.26183921e-01      8.42426873e-02                          4.19412333e-02    
      3141     -2.60000000e-02      1.10117686e-01      1.24442498e-01                         -1.43248120e-02    
      3142     -9.60000000e-02      2.33531295e-01      2.88961942e-01                         -5.54306470e-02    
      3143      2.80000000e-02      1.05623433e-01      6.96128778e-02                          3.60105553e-02    
      3144      1.56000000e-01      7.65343657e-02      9.14411334e-02                         -1.49067677e-02    
      3145      3.06000000e-01      2.31150690e-01      4.37859014e-01                         -2.06708324e-01    
      3146     -3.10000000e-02     -7.83980945e-02     -4.47520029e-02                         -3.36460917e-02    
      3147      1.31000000e-01     -1.26003174e-02     -4.18782426e-03                         -8.41249313e-03    
      3148     -6.10000000e-02     -2.88242272e-01     -2.09603263e-01                         -7.86390093e-02    
      3149      1.80000000e-02      1.32245927e-02     -4.69851542e-03                          1.79231081e-02    
      3150      1.20000000e-01     -1.38297123e-02      7.84023323e-03                         -2.16699455e-02    
      3151     -9.07000000e-01     -5.56673981e-01     -8.39616320e-02                         -4.72712349e-01    
      3152      8.70000000e-02      2.38958547e-01      2.24620399e-01                          1.43381478e-02    
      3153      1.60000000e-01      3.43629851e-01      1.91003480e-01                          1.52626371e-01    
      3154      2.54000000e-01      3.61625227e-01      2.25603567e-01                          1.36021660e-01    
      3155      2.56000000e-01      1.66640920e-01      1.85189399e-02                          1.48121980e-01    
      3156      2.01000000e-01      3.86954455e-01      2.58098726e-01                          1.28855730e-01    
      3157      1.40000000e-01      7.76246830e-02      4.32239191e-02                          3.44007640e-02    
      3158     -2.00000000e-03     -2.59106815e-02     -8.02660540e-04                         -2.51080209e-02    
      3159      7.30000000e-02      2.23533545e-02      7.07507898e-03                          1.52782755e-02    
      3160      3.43000000e-01      1.60922079e-01      1.20245874e-01                          4.06762052e-02    
      3161      8.40000000e-02      9.70964223e-02      1.04973894e-01                         -7.87747165e-03    
      3162     -4.10000000e-02     -8.48686292e-03      1.75004439e-02                         -2.59873068e-02    
      3163     -4.10000000e-01      1.78035204e-01      2.73857703e-01                         -9.58224992e-02    
      3164      1.90000000e-02      9.09401513e-02      1.09799989e-01                         -1.88598377e-02    
      3165      5.00000000e-02      3.47627277e-01      3.12344128e-01                          3.52831490e-02    
      3166     -1.22000000e-01     -7.24753119e-02      7.63632207e-02                         -1.48838533e-01    
      3167     -4.20000000e-02     -6.58566860e-01     -6.38676361e-01                         -1.98904988e-02    
      3168     -1.20000000e-01     -7.13155399e-02     -2.44165802e-02                         -4.68989597e-02    
      3169      4.87000000e-01      4.50210856e-01      1.95386510e-01                          2.54824346e-01    
      3170      1.41000000e-01     -1.40245663e-01     -2.06582134e-01                          6.63364711e-02    
      3171      3.23000000e-01      5.01007785e-01      3.85230360e-01                          1.15777425e-01    
      3172      1.70000000e-02     -4.10484711e-02     -2.56345966e-02                         -1.54138745e-02    
      3173      4.50000000e-02     -3.07158998e-01     -3.26155351e-01                          1.89963531e-02    
      3174      1.58000000e-01      6.52404620e-01      5.44149200e-01                          1.08255420e-01    
