    #index           Reference          Calculated         Polynomials    Electrostatics (Permanent + Induced)    
       309     -1.45100000e+00     -1.67321138e+00     -5.37729094e-01                         -1.13548229e+00    
       310     -3.71300000e+00     -2.47909266e+00     -1.05757035e+00                         -1.42152231e+00    
       311     -1.77700000e+00     -1.97497732e+00     -7.07664585e-01                         -1.26731273e+00    
       312     -2.73100000e+00     -1.98124720e+00     -7.51106043e-01                         -1.23014116e+00    
       313     -3.18200000e+00     -2.49350377e+00     -1.10917021e+00                         -1.38433356e+00    
       314     -2.25100000e+00     -2.62694038e+00     -1.00641110e+00                         -1.62052928e+00    
       315     -1.45400000e+00     -2.07104892e+00     -8.75581813e-01                         -1.19546711e+00    
       316     -2.19700000e+00     -2.33691011e+00     -1.06496181e+00                         -1.27194830e+00    
       317     -2.60700000e+00     -1.81563237e+00     -6.35398009e-01                         -1.18023436e+00    
       318     -2.17500000e+00     -2.20675698e+00     -9.96937722e-01                         -1.20981925e+00    
       319     -5.72900000e+00     -2.66346079e+00     -1.24450202e+00                         -1.41895877e+00    
       320     -1.04100000e+00     -2.03097412e+00     -8.42702318e-01                         -1.18827180e+00    
       321     -4.67700000e+00     -2.23895301e+00     -1.03029637e+00                         -1.20865664e+00    
       322     -7.07000000e-01     -1.77992447e+00     -6.58377876e-01                         -1.12154659e+00    
       323     -2.45500000e+00     -2.16823873e+00     -8.61217906e-01                         -1.30702082e+00    
       324     -3.79300000e+00     -2.28457293e+00     -1.05247466e+00                         -1.23209827e+00    
       325     -1.50500000e+00     -2.22564398e+00     -7.54429687e-01                         -1.47121429e+00    
       326     -1.42500000e+00     -1.76261094e+00     -6.13178327e-01                         -1.14943261e+00    
       327     -2.88200000e+00     -2.51115236e+00     -1.16261981e+00                         -1.34853256e+00    
       328     -1.81000000e+00     -2.21602848e+00     -8.39057815e-01                         -1.37697067e+00    
       329     -2.66100000e+00     -2.00308930e+00     -8.36809998e-01                         -1.16627931e+00    
       330     -9.54000000e-01     -1.84623077e+00     -6.79990632e-01                         -1.16624014e+00    
       331     -1.36200000e+00     -2.35983592e+00     -1.09748374e+00                         -1.26235218e+00    
       332     -4.74400000e+00     -2.05806302e+00     -7.19220267e-01                         -1.33884276e+00    
       333     -7.32000000e-01     -1.78758831e+00     -7.13648257e-01                         -1.07394005e+00    
       334     -1.91300000e+00     -2.61516193e+00     -1.05362193e+00                         -1.56153999e+00    
       335     -1.48300000e+00     -1.91250542e+00     -8.32486686e-01                         -1.08001874e+00    
       336     -2.76000000e+00     -2.18307963e+00     -9.36576365e-01                         -1.24650326e+00    
       337     -2.07800000e+00     -2.00725600e+00     -8.00171554e-01                         -1.20708444e+00    
       338     -1.78900000e+00     -1.88688851e+00     -3.78250122e-01                         -1.50863839e+00    
       339     -2.92100000e+00     -2.39891538e+00     -9.80617207e-01                         -1.41829817e+00    
       340     -1.86400000e+00     -2.53652810e+00     -1.14338933e+00                         -1.39313876e+00    
       341     -1.85500000e+00     -2.25962995e+00     -1.18720496e+00                         -1.07242499e+00    
       342     -4.13200000e+00     -2.28791681e+00     -1.00770755e+00                         -1.28020926e+00    
       343     -7.81000000e-01     -1.87360613e+00     -7.73881038e-01                         -1.09972509e+00    
       344     -1.26900000e+00     -1.99084003e+00     -6.62172618e-01                         -1.32866741e+00    
       345     -1.74800000e+00     -2.26542951e+00     -8.59965491e-01                         -1.40546402e+00    
       346     -9.75000000e-01     -1.78979726e+00     -6.49866885e-01                         -1.13993037e+00    
       347     -8.64000000e-01     -2.23710387e+00     -9.27063213e-01                         -1.31004066e+00    
       348     -1.68200000e+00     -2.12450168e+00     -6.40496899e-01                         -1.48400478e+00    
       349     -2.30100000e+00     -1.77851138e+00     -4.45595052e-01                         -1.33291632e+00    
       350     -2.22900000e+00     -1.94415289e+00     -7.10015140e-01                         -1.23413775e+00    
       351     -2.98100000e+00     -1.87039567e+00     -7.77808634e-01                         -1.09258703e+00    
       352     -3.45200000e+00     -2.25828305e+00     -9.09013951e-01                         -1.34926910e+00    
       353     -1.37000000e+00     -2.14539070e+00     -8.26363359e-01                         -1.31902735e+00    
       354     -2.07300000e+00     -2.41013878e+00     -1.07598203e+00                         -1.33415675e+00    
       355     -1.49500000e+00     -1.98638394e+00     -8.52635812e-01                         -1.13374813e+00    
       356     -7.39000000e-01     -2.18868847e+00     -9.21509253e-01                         -1.26717921e+00    
       357     -1.55100000e+00     -2.09781318e+00     -8.03850751e-01                         -1.29396243e+00    
       358     -1.26400000e+00     -1.95411917e+00     -8.97939524e-01                         -1.05617965e+00    
       359     -1.41900000e+00     -1.74033714e+00     -6.78107540e-01                         -1.06222960e+00    
       360     -4.21500000e+00     -3.05726259e+00     -1.44144355e+00                         -1.61581903e+00    
       361     -2.30700000e+00     -2.26458905e+00     -1.03025268e+00                         -1.23433636e+00    
       362     -1.66700000e+00     -1.81925178e+00     -7.29522329e-01                         -1.08972945e+00    
       363     -1.70500000e+00     -1.77388556e+00     -6.91116284e-01                         -1.08276928e+00    
       364     -3.08700000e+00     -2.66182168e+00     -1.49045768e+00                         -1.17136400e+00    
       365     -4.88000000e-01     -1.89553564e+00     -4.40974798e-01                         -1.45456084e+00    
       366     -1.63100000e+00     -2.37640109e+00     -1.12152857e+00                         -1.25487253e+00    
       367     -6.27000000e-01     -1.93816612e+00     -6.60177423e-01                         -1.27798869e+00    
       368     -1.47500000e+00     -2.15943156e+00     -1.02913345e+00                         -1.13029811e+00    
       369     -1.56600000e+00     -1.54473245e+00     -3.98636541e-01                         -1.14609591e+00    
       370     -4.11600000e+00     -2.44008564e+00     -1.19452645e+00                         -1.24555919e+00    
       371     -4.43800000e+00     -2.34235745e+00     -9.21149146e-01                         -1.42120830e+00    
       372     -1.67600000e+00     -2.72779745e+00     -1.26926922e+00                         -1.45852823e+00    
       373     -1.45300000e+00     -1.91582904e+00     -7.16777080e-01                         -1.19905196e+00    
       374     -5.93100000e+00     -2.12264832e+00     -9.15807191e-01                         -1.20684113e+00    
       375     -3.62600000e+00     -2.98073540e+00     -1.58091629e+00                         -1.39981911e+00    
       376     -1.47400000e+00     -2.33829139e+00     -8.18895656e-01                         -1.51939573e+00    
       377     -2.06000000e+00     -2.16032278e+00     -1.01641547e+00                         -1.14390731e+00    
       378     -2.08900000e+00     -2.30191838e+00     -8.99843580e-01                         -1.40207480e+00    
       379     -2.99300000e+00     -1.67986809e+00     -6.30649304e-01                         -1.04921879e+00    
       380     -1.03300000e+00     -1.96154921e+00     -7.36653897e-01                         -1.22489532e+00    
       381     -1.83000000e+00     -1.97866325e+00     -7.75678533e-01                         -1.20298472e+00    
       382     -7.87000000e-01     -1.51719621e+00     -5.36180588e-01                         -9.81015626e-01    
       383     -6.99000000e-01     -2.26948242e+00     -1.05506660e+00                         -1.21441583e+00    
       384     -6.34700000e+00     -3.13285231e+00     -1.89796081e+00                         -1.23489150e+00    
       385     -1.38900000e+00     -2.08507010e+00     -1.04428088e+00                         -1.04078922e+00    
       386     -2.60800000e+00     -2.02513638e+00     -9.72151077e-01                         -1.05298530e+00    
       387     -7.57000000e-01     -1.38496358e+00     -1.41936550e-01                         -1.24302703e+00    
       388     -6.84100000e+00     -2.83282479e+00     -1.42589306e+00                         -1.40693172e+00    
       389     -9.19300000e+00     -2.32709704e+00     -9.99169908e-01                         -1.32792713e+00    
       390     -5.24800000e+00     -2.52318905e+00     -1.26350701e+00                         -1.25968204e+00    
       391     -1.60300000e+00     -2.63922327e+00     -1.43478268e+00                         -1.20444058e+00    
       392     -2.76000000e+00     -2.40716275e+00     -9.25135154e-01                         -1.48202760e+00    
