#     index      Reference     Calculated        Error^2    
      1775 9.13948175e+01 8.53780286e+01 3.62017489e+01    
      1776 1.34823817e+02 1.34645172e+02 3.19141777e-02    
      1777 1.20267817e+02 1.13050748e+02 5.20860969e+01    
      1778 8.03688175e+01 8.21020185e+01 3.00398578e+00    
      1779 1.66178817e+02 1.74249684e+02 6.51388842e+01    
      1780 1.17577817e+02 1.18262795e+02 4.69194454e-01    
      1781 2.42955817e+02 2.31633157e+02 1.28202640e+02    
      1782 8.33738175e+01 8.05823731e+01 7.79216141e+00    
      1783 1.00078817e+02 1.03520345e+02 1.18441127e+01    
      1784 1.13772817e+02 1.12781217e+02 9.83272166e-01    
      1785 8.86218175e+01 9.12085598e+01 6.69123567e+00    
      1786 1.78806817e+02 1.68788091e+02 1.00374874e+02    
      1787 1.62317817e+02 1.57781216e+02 2.05807511e+01    
      1788 1.34497817e+02 1.38929767e+02 1.96421732e+01    
      1789 6.98068175e+01 7.04265871e+01 3.84114371e-01    
      1790 7.87518175e+01 8.37675552e+01 2.51576249e+01    
      1791 1.09984817e+02 1.07680523e+02 5.30977071e+00    
      1792 1.16135817e+02 1.15434642e+02 4.91646593e-01    
      1793 1.11926817e+02 1.08142135e+02 1.43238182e+01    
      1794 1.32582817e+02 1.35989676e+02 1.16066882e+01    
      1795 1.91824817e+02 1.65509920e+02 6.92473827e+02    
      1796 1.25886817e+02 1.25482127e+02 1.63774434e-01    
      1797 9.20868175e+01 9.42374546e+01 4.62524016e+00    
      1798 9.27048175e+01 9.09747926e+01 2.99298591e+00    
      1799 9.86908175e+01 1.00314515e+02 2.63639424e+00    
      1800 2.00326817e+02 2.04022035e+02 1.36546327e+01    
      1801 7.97498175e+01 7.73481313e+01 5.76809667e+00    
      1802 1.50278817e+02 1.45357652e+02 2.42178668e+01    
      1803 8.94228175e+01 9.89472013e+01 9.07138869e+01    
      1804 1.79751817e+02 2.00471601e+02 4.29309445e+02    
      1805 1.05535817e+02 9.95425466e+01 3.59192951e+01    
      1806 1.50072817e+02 1.55042656e+02 2.46992994e+01    
      1807 9.82918175e+01 1.01299549e+02 9.04644878e+00    
      1808 1.55231817e+02 1.48576912e+02 4.42877714e+01    
      1809 1.64784817e+02 1.69304302e+02 2.04257415e+01    
      1810 5.29878175e+01 5.58775559e+01 8.35058828e+00    
      1811 1.50538817e+02 1.55500510e+02 2.46183965e+01    
      1812 8.34248175e+01 8.69524243e+01 1.24440102e+01    
      1813 1.16621817e+02 9.92224185e+01 3.02739084e+02    
      1814 7.88288175e+01 8.09476659e+01 4.48951871e+00    
      1815 7.49638175e+01 7.69090679e+01 3.78399937e+00    
      1816 6.30588175e+01 6.16382138e+01 2.01811492e+00    
      1817 1.08736817e+02 1.04632380e+02 1.68464058e+01    
      1818 1.05304817e+02 1.04605074e+02 4.89641439e-01    
      1819 1.40562817e+02 1.37676676e+02 8.32981239e+00    
      1820 6.30668175e+01 6.48718983e+01 3.25831671e+00    
      1821 6.93378175e+01 7.27051128e+01 1.13386781e+01    
      1822 1.87894817e+02 1.91735467e+02 1.47505851e+01    
      1823 1.37939817e+02 1.32532611e+02 2.92378767e+01    
      1824 6.51928175e+01 6.67663995e+01 2.47616048e+00    
      1825 1.51585817e+02 1.57084414e+02 3.02345589e+01    
      1826 6.44908175e+01 6.16519389e+01 8.05923176e+00    
      1827 1.77605817e+02 1.76260042e+02 1.81111284e+00    
      1828 1.05044817e+02 1.15709834e+02 1.13742568e+02    
      1829 1.58065817e+02 1.51064576e+02 4.90173841e+01    
      1830 8.47328175e+01 8.17428360e+01 8.93998909e+00    
      1831 1.23982817e+02 1.27044372e+02 9.37311543e+00    
      1832 9.58398175e+01 1.00544773e+02 2.21366091e+01    
      1833 7.65378175e+01 8.19994297e+01 2.98292078e+01    
      1834 1.18163817e+02 1.15325409e+02 8.05656308e+00    
      1835 7.19958175e+01 7.00481062e+01 3.79357907e+00    
      1836 6.09378175e+01 6.07048484e+01 5.42745651e-02    
      1837 7.62308175e+01 6.67831378e+01 8.92586516e+01    
      1838 8.43598175e+01 7.67315124e+01 5.81910381e+01    
      1839 1.51383817e+02 1.48498978e+02 8.32230030e+00    
      1840 1.80257817e+02 1.63469961e+02 2.81832118e+02    
      1841 1.00736817e+02 9.79712672e+01 7.64826854e+00    
      1842 6.53368175e+01 6.94163058e+01 1.66422248e+01    
      1843 1.04171817e+02 1.06165359e+02 3.97420811e+00    
      1844 4.00768175e+01 3.81642868e+01 3.65777368e+00    
      1845 7.33968175e+01 7.54133911e+01 4.06656918e+00    
      1846 9.14908175e+01 8.84205230e+01 9.42670805e+00    
      1847 1.36397817e+02 1.37343108e+02 8.93574812e-01    
      1848 8.52988175e+01 8.14700860e+01 1.46591847e+01    
      1849 6.51968175e+01 6.43196301e+01 7.69457690e-01    
      1850 1.12828817e+02 1.14488602e+02 2.75488304e+00    
      1851 8.26258175e+01 9.01607080e+01 5.67745758e+01    
      1852 1.50421817e+02 1.46318538e+02 1.68369051e+01    
      1853 9.44458175e+01 9.14097017e+01 9.21799904e+00    
      1854 8.97488175e+01 8.60430041e+01 1.37330530e+01    
      1855 1.39504817e+02 1.45435591e+02 3.51740758e+01    
      1856 1.65504817e+02 1.65228810e+02 7.61802027e-02    
      1857 6.36668175e+01 6.23253666e+01 1.79949039e+00    
      1858 1.19471817e+02 1.19734217e+02 6.88534531e-02    
      1859 8.70668175e+01 8.62436988e+01 6.77524408e-01    
      1860 9.33908175e+01 9.52568075e+01 3.48191887e+00    
      1861 1.00120817e+02 9.85510555e+01 2.46415265e+00    
      1862 1.17970817e+02 1.09470757e+02 7.22510268e+01    
      1863 9.11398175e+01 9.10698519e+01 4.89518133e-03    
      1864 9.15988175e+01 9.43733839e+01 7.69821890e+00    
      1865 6.15888175e+01 5.96083894e+01 3.92209519e+00    
      1866 1.32070817e+02 1.36942751e+02 2.37357405e+01    
      1867 1.19164817e+02 1.16214725e+02 8.70304568e+00    
      1868 1.18068817e+02 1.13654492e+02 1.94862733e+01    
      1869 1.27657817e+02 1.23192028e+02 1.99432765e+01    
      1870 7.36398175e+01 7.25613227e+01 1.16315100e+00    
      1871 1.35210817e+02 1.30890900e+02 1.86616844e+01    
      1872 5.76958175e+01 5.52121480e+01 6.16861385e+00    
      1873 7.75048175e+01 8.04154350e+01 8.47169432e+00    
      1874 1.80633817e+02 1.76774475e+02 1.48945225e+01    
      1875 1.48564817e+02 1.56852574e+02 6.86869154e+01    
      1876 9.91608175e+01 9.38593931e+01 2.81051005e+01    
      1877 1.68130817e+02 1.66177054e+02 3.81718986e+00    
      1878 1.19773817e+02 1.20474582e+02 4.91070330e-01    
      1879 1.07414817e+02 1.08869593e+02 2.11637086e+00    
      1880 1.30363817e+02 1.25848960e+02 2.03839381e+01    
      1881 1.01544817e+02 9.97660468e+01 3.16402517e+00    
      1882 7.66888175e+01 7.34307613e+01 1.06149301e+01    
      1883 1.78526817e+02 1.82614774e+02 1.67113897e+01    
      1884 1.14448817e+02 1.15845161e+02 1.94977452e+00    
      1885 1.56282817e+02 1.55878722e+02 1.63292890e-01    
      1886 1.26925817e+02 1.43700974e+02 2.81405874e+02    
      1887 7.71908175e+01 7.81334247e+01 8.88508306e-01    
      1888 7.00068175e+01 7.07377004e+01 5.34189847e-01    
      1889 3.05863817e+02 2.73995961e+02 1.01556030e+03    
      1890 1.03816817e+02 1.01666866e+02 4.62229097e+00    
      1891 1.02744817e+02 9.93130783e+01 1.17768340e+01    
      1892 4.80748175e+01 5.07940488e+01 7.39421885e+00    
      1893 1.40202817e+02 1.38549601e+02 2.73312369e+00    
      1894 9.88928175e+01 1.01169402e+02 5.18283500e+00    
      1895 1.82455817e+02 1.62090423e+02 4.14749307e+02    
      1896 1.09418817e+02 1.04430506e+02 2.48832471e+01    
      1897 8.88888175e+01 8.87019033e+01 3.49369203e-02    
      1898 2.11205817e+02 2.00746918e+02 1.09388578e+02    
      1899 9.06508175e+01 9.19027664e+01 1.56737615e+00    
      1900 8.01938175e+01 7.54660691e+01 2.23516050e+01    
      1901 1.52868817e+02 1.51840152e+02 1.05815196e+00    
      1902 1.51276817e+02 1.70959306e+02 3.87400344e+02    
      1903 1.27806817e+02 1.24300503e+02 1.22942422e+01    
      1904 9.72688175e+01 9.69723539e+01 8.78906529e-02    
      1905 1.27966817e+02 1.29459228e+02 2.22728857e+00    
      1906 9.19958175e+01 9.13592434e+01 4.05226506e-01    
      1907 1.42153817e+02 1.55809048e+02 1.86465329e+02    
      1908 9.04458175e+01 9.38134665e+01 1.13410600e+01    
      1909 1.20142817e+02 1.24046806e+02 1.52411228e+01    
      1910 1.08217817e+02 1.00408048e+02 6.09924926e+01    
      1911 7.10138175e+01 6.96489132e+01 1.86296371e+00    
      1912 1.18947817e+02 1.13610100e+02 2.84912277e+01    
      1913 8.65278175e+01 8.43624328e+01 4.68889059e+00    
      1914 1.01607817e+02 9.36049050e+01 6.40466078e+01    
      1915 1.35494817e+02 1.29450887e+02 3.65290902e+01    
      1916 1.80208817e+02 1.83484880e+02 1.07325832e+01    
      1917 1.06122817e+02 1.01959673e+02 1.73317751e+01    
      1918 6.89488175e+01 6.99631670e+01 1.02890500e+00    
      1919 7.12738175e+01 7.34162743e+01 4.59012112e+00    
      1920 1.47872817e+02 1.27610444e+02 4.10563782e+02    
      1921 1.60952817e+02 1.48641232e+02 1.51575128e+02    
      1922 7.47908175e+01 7.50952980e+01 9.27083952e-02    
      1923 7.49438175e+01 7.14823071e+01 1.19820541e+01    
      1924 1.06027817e+02 1.02347158e+02 1.35472576e+01    
      1925 1.43797817e+02 1.40678402e+02 9.73075419e+00    
      1926 1.46636817e+02 1.36803169e+02 9.67006489e+01    
      1927 1.18407817e+02 1.15697271e+02 7.34706395e+00    
      1928 8.25928175e+01 8.42127543e+01 2.62419528e+00    
      1929 1.03685817e+02 1.04257774e+02 3.27133797e-01    
      1930 9.75428175e+01 9.50096988e+01 6.41669029e+00    
      1931 8.84658175e+01 9.07701721e+01 5.31005033e+00    
      1932 1.21197817e+02 1.20771723e+02 1.81556831e-01    
      1933 3.03188175e+01 2.96089449e+01 5.03919007e-01    
      1934 8.02568175e+01 7.98252747e+01 1.86229182e-01    
      1935 1.30421817e+02 1.29172335e+02 1.56120566e+00    
      1936 1.65958817e+02 1.63950810e+02 4.03209469e+00    
      1937 6.75218175e+01 7.05747383e+01 9.32032578e+00    
      1938 1.01207817e+02 9.88203088e+01 5.70019789e+00    
      1939 7.72838175e+01 7.55162540e+01 3.12428052e+00    
      1940 9.06418175e+01 9.58930949e+01 2.75759151e+01    
      1941 1.47296817e+02 1.31476663e+02 2.50277283e+02    
      1942 1.75891817e+02 1.86684348e+02 1.16478724e+02    
      1943 1.14332817e+02 1.12556675e+02 3.15468137e+00    
      1944 7.96538175e+01 8.25816353e+01 8.57211707e+00    
      1945 8.25228175e+01 8.06847030e+01 3.37866471e+00    
      1946 1.49138817e+02 1.42109475e+02 4.94116620e+01    
      1947 6.15598175e+01 6.28284402e+01 1.60940367e+00    
      1948 9.45568175e+01 9.21103994e+01 5.98496125e+00    
      1949 7.54898175e+01 7.18015405e+01 1.36033869e+01    
      1950 1.14982817e+02 1.28291507e+02 1.77121218e+02    
      1951 1.84095817e+02 1.74990373e+02 8.29091180e+01    
      1952 1.62288817e+02 1.58134010e+02 1.72624254e+01    
      1953 1.21444817e+02 1.21674555e+02 5.27794939e-02    
      1954 9.31958175e+01 9.27793620e+01 1.73435139e-01    
      1955 5.25878175e+01 5.06793671e+01 3.64218284e+00    
      1956 7.93418175e+01 7.82520047e+01 1.18769179e+00    
      1957 6.00848175e+01 6.29047177e+01 7.95183728e+00    
      1958 1.04864817e+02 1.05215501e+02 1.22978745e-01    
      1959 1.27761817e+02 1.31437433e+02 1.35101473e+01    
      1960 1.81287817e+02 1.72962209e+02 6.93157501e+01    
      1961 1.66998817e+02 1.48967009e+02 3.25146110e+02    
      1962 9.63898175e+01 9.33483792e+01 9.25034674e+00    
      1963 1.10233817e+02 1.15967987e+02 3.28806960e+01    
      1964 1.11834817e+02 1.09980641e+02 3.43797201e+00    
      1965 1.54549817e+02 1.59594583e+02 2.54496611e+01    
      1966 1.56380817e+02 1.51670878e+02 2.21835275e+01    
      1967 1.56283817e+02 1.56808981e+02 2.75796350e-01    
      1968 7.59298175e+01 7.87327813e+01 7.85660613e+00    
      1969 1.11123817e+02 1.18049468e+02 4.79646407e+01    
      1970 9.16588175e+01 9.33433059e+01 2.83750122e+00    
      1971 6.80068175e+01 6.44744333e+01 1.24777382e+01    
      1972 1.09744817e+02 1.02186880e+02 5.71224162e+01    
      1973 2.01111817e+02 2.05809629e+02 2.20694296e+01    
      1974 7.18678175e+01 7.49255628e+01 9.34980652e+00    
      1975 1.12826817e+02 1.10690414e+02 4.56422025e+00    
      1976 1.26413817e+02 1.16825529e+02 9.19352790e+01    
      1977 7.42288175e+01 7.12821507e+01 8.68284493e+00    
      1978 6.87228175e+01 6.93324201e+01 3.71615396e-01    
      1979 9.22568175e+01 8.37457940e+01 7.24375208e+01    
      1980 7.73828175e+01 8.25095058e+01 2.62829330e+01    
      1981 1.50611817e+02 1.48905835e+02 2.91037720e+00    
      1982 1.18073817e+02 1.16190168e+02 3.54813462e+00    
      1983 1.03693817e+02 1.05484088e+02 3.20506757e+00    
      1984 7.56918175e+01 7.26840111e+01 9.04689926e+00    
      1985 4.66378175e+01 4.67243983e+01 7.49624546e-03    
      1986 7.03918175e+01 7.03800003e+01 1.39646676e-04    
      1987 9.00148175e+01 9.43296563e+01 1.86178344e+01    
      1988 1.48776817e+02 1.62083022e+02 1.77055076e+02    
      1989 2.36078817e+02 2.26606636e+02 8.97222302e+01    
      1990 1.18500817e+02 1.16585690e+02 3.66771184e+00    
      1991 1.21814817e+02 1.26216862e+02 1.93779966e+01    
      1992 1.27569817e+02 1.19671219e+02 6.23878635e+01    
      1993 1.46015817e+02 1.50182490e+02 1.73611609e+01    
      1994 9.84318175e+01 1.02044824e+02 1.30538181e+01    
      1995 1.34121817e+02 1.30665537e+02 1.19458744e+01    
      1996 1.18372817e+02 1.17423888e+02 9.00467717e-01    
      1997 7.68848175e+01 7.81967374e+01 1.72113399e+00    
      1998 1.10847817e+02 1.13434190e+02 6.68932281e+00    
      1999 1.09671817e+02 1.07751178e+02 3.68885648e+00    
      2000 4.74908175e+01 4.61625129e+01 1.76439294e+00    
      2001 1.84007817e+02 1.86789794e+02 7.73939257e+00    
      2002 1.47431817e+02 1.42020251e+02 2.92850556e+01    
      2003 1.30121817e+02 1.23430276e+02 4.47767258e+01    
      2004 1.49696817e+02 1.58223111e+02 7.26976841e+01    
      2005 1.74987817e+02 1.74722796e+02 7.02365618e-02    
      2006 1.90893817e+02 1.69545673e+02 4.55743258e+02    
      2007 1.73555817e+02 1.70402309e+02 9.94461410e+00    
      2008 1.54653817e+02 1.57690119e+02 9.21912593e+00    
      2009 2.43484817e+02 2.46875125e+02 1.14941840e+01    
      2010 1.67380817e+02 1.58159919e+02 8.50249634e+01    
      2011 2.32862817e+02 2.23436795e+02 8.88498918e+01    
      2012 1.47180817e+02 1.53847049e+02 4.44386420e+01    
      2013 1.27810817e+02 1.16272557e+02 1.33131460e+02    
      2014 1.61692817e+02 1.63746042e+02 4.21573188e+00    
      2015 7.82008175e+01 7.90417968e+01 7.07246277e-01    
      2016 1.12114817e+02 1.14607925e+02 6.21558706e+00    
      2017 1.97165817e+02 1.98792098e+02 2.64478984e+00    
      2018 9.15658175e+01 9.12890573e+01 7.65961710e-02    
      2019 1.20340817e+02 1.20869482e+02 2.79486343e-01    
      2020 9.95758175e+01 1.03171271e+02 1.29272868e+01    
      2021 1.24290817e+02 1.28358198e+02 1.65435809e+01    
      2022 1.13880817e+02 1.09883464e+02 1.59788381e+01    
      2023 1.25910817e+02 1.17111450e+02 7.74288677e+01    
      2024 1.19230817e+02 1.14247267e+02 2.48357779e+01    
      2025 1.48709817e+02 1.38699457e+02 1.00207308e+02    
      2026 1.50172817e+02 1.57278401e+02 5.04893185e+01    
      2027 1.02290817e+02 1.05104178e+02 7.91499675e+00    
      2028 1.21367817e+02 1.23733734e+02 5.59756218e+00    
      2029 1.00197817e+02 1.11627699e+02 1.30642198e+02    
      2030 7.56888175e+01 7.64384516e+01 5.61951348e-01    
      2031 1.75143817e+02 1.71064050e+02 1.66445029e+01    
      2032 1.19748817e+02 1.26422634e+02 4.45398269e+01    
      2033 2.25295817e+02 2.27210650e+02 3.66658352e+00    
      2034 1.29340817e+02 1.35610669e+02 3.93110371e+01    
      2035 1.31626817e+02 1.34185573e+02 6.54723127e+00    
      2036 1.29473817e+02 1.30614746e+02 1.30171851e+00    
      2037 1.74216817e+02 1.71964937e+02 5.07096641e+00    
      2038 2.21559817e+02 2.20793569e+02 5.87136110e-01    
      2039 1.40554817e+02 1.35113997e+02 2.96025311e+01    
      2040 1.85690817e+02 1.84873528e+02 6.67962363e-01    
      2041 1.31543817e+02 1.32532242e+02 9.76983034e-01    
      2042 1.63700817e+02 1.65668949e+02 3.87354167e+00    
      2043 1.20461817e+02 1.19398647e+02 1.13033072e+00    
      2044 7.82758175e+01 7.82520867e+01 5.63150292e-04    
      2045 1.31787817e+02 1.36132656e+02 1.88776236e+01    
      2046 8.01868175e+01 8.03885487e+01 4.06955006e-02    
      2047 1.16731817e+02 1.25514899e+02 7.71425241e+01    
      2048 1.79585817e+02 1.88257843e+02 7.52040305e+01    
      2049 1.88513817e+02 1.91905963e+02 1.15066507e+01    
      2050 1.51821817e+02 1.50810421e+02 1.02292296e+00    
      2051 9.92738175e+01 1.01820479e+02 6.48548334e+00    
      2052 8.97378175e+01 9.34346480e+01 1.36665563e+01    
      2053 1.82887817e+02 1.78945657e+02 1.55406295e+01    
      2054 8.90988175e+01 8.98379157e+01 5.46266175e-01    
      2055 1.92704817e+02 1.97165614e+02 1.98987078e+01    
      2056 1.28468817e+02 1.33912695e+02 2.96357997e+01    
      2057 1.12227817e+02 1.09954308e+02 5.16884604e+00    
      2058 1.20344817e+02 1.24112967e+02 1.41989538e+01    
      2059 1.37607817e+02 1.40469869e+02 8.19134151e+00    
      2060 1.48280817e+02 1.45248187e+02 9.19684569e+00    
      2061 1.26093817e+02 1.28320199e+02 4.95677251e+00    
      2062 1.66545817e+02 1.68091087e+02 2.38785927e+00    
      2063 8.69448175e+01 9.06123503e+01 1.34507969e+01    
      2064 1.65411817e+02 1.73993625e+02 7.36474264e+01    
      2065 1.57302817e+02 1.63511078e+02 3.85424990e+01    
      2066 1.26440817e+02 1.27554617e+02 1.24054908e+00    
      2067 1.53087817e+02 1.48694909e+02 1.92976462e+01    
      2068 7.36698175e+01 7.43223638e+01 4.25816657e-01    
      2069 1.45227817e+02 1.41804496e+02 1.17191312e+01    
      2070 1.72179817e+02 1.72051693e+02 1.64157952e-02    
      2071 1.06511817e+02 1.14537979e+02 6.44192659e+01    
      2072 1.15919817e+02 1.16106435e+02 3.48262533e-02    
      2073 1.06482817e+02 1.03124335e+02 1.12794077e+01    
      2074 1.27398817e+02 1.26759932e+02 4.08174181e-01    
      2075 8.46168175e+01 9.06093847e+01 3.59108620e+01    
      2076 1.04919817e+02 1.04934751e+02 2.23002339e-04    
      2077 8.91128175e+01 8.81596990e+01 9.08434847e-01    
      2078 5.95648175e+01 6.04071014e+01 7.09442239e-01    
      2079 9.68838175e+01 9.43051644e+01 6.64945147e+00    
      2080 1.26828817e+02 1.23337349e+02 1.21903519e+01    
      2081 1.85558817e+02 1.93001451e+02 5.53927978e+01    
      2082 1.17020817e+02 1.12210394e+02 2.31401711e+01    
      2083 1.22368817e+02 1.27835218e+02 2.98815340e+01    
      2084 1.37227817e+02 1.33537094e+02 1.36214427e+01    
      2085 6.84278175e+01 6.98847806e+01 2.12274156e+00    
      2086 5.84408175e+01 5.87618519e+01 1.03063081e-01    
      2087 1.07026817e+02 1.07460568e+02 1.88139210e-01    
      2088 1.87709817e+02 1.89123657e+02 1.99894223e+00    
      2089 1.42903817e+02 1.47878438e+02 2.47468525e+01    
      2090 2.13409817e+02 2.02517830e+02 1.18635382e+02    
      2091 9.83818175e+01 9.38688968e+01 2.03664531e+01    
      2092 1.05876817e+02 9.82320462e+01 5.84425273e+01    
      2093 8.44278175e+01 8.41381817e+01 8.38888954e-02    
      2094 1.32673817e+02 1.47329073e+02 2.14776513e+02    
      2095 1.29191817e+02 1.18727525e+02 1.09501416e+02    
      2096 1.13313817e+02 1.07637187e+02 3.22241313e+01    
      2097 1.25864817e+02 1.12795815e+02 1.70798834e+02    
      2098 1.13669817e+02 1.10152129e+02 1.23741310e+01    
      2099 1.27797817e+02 1.26156276e+02 2.69465860e+00    
      2100 1.74443817e+02 1.71172352e+02 1.07024839e+01    
      2101 1.06651817e+02 1.14420595e+02 6.03539114e+01    
      2102 8.99308175e+01 8.55438013e+01 1.92459111e+01    
      2103 1.23482817e+02 1.23937509e+02 2.06744552e-01    
      2104 9.45998175e+01 8.96869020e+01 2.41367382e+01    
      2105 9.98968175e+01 9.69786736e+01 8.51556351e+00    
      2106 1.00763817e+02 1.05562381e+02 2.30262137e+01    
      2107 9.02658175e+01 9.08607277e+01 3.53918218e-01    
      2108 1.32747817e+02 1.15193255e+02 3.08162666e+02    
      2109 1.21609817e+02 1.20765642e+02 7.12631397e-01    
      2110 9.94668175e+01 9.26053306e+01 4.70800019e+01    
      2111 6.67298175e+01 6.76977528e+01 9.36898766e-01    
      2112 1.38957817e+02 1.48024897e+02 8.22119240e+01    
      2113 8.14108175e+01 7.97505750e+01 2.75640506e+00    
      2114 1.26332817e+02 1.29862581e+02 1.24592286e+01    
      2115 1.44677817e+02 1.45673381e+02 9.91147624e-01    
      2116 1.26300817e+02 1.22303830e+02 1.59759114e+01    
      2117 1.49772817e+02 1.58144545e+02 7.00858153e+01    
      2118 1.35803817e+02 1.47887502e+02 1.46015424e+02    
      2119 1.75156817e+02 1.65511672e+02 9.30288221e+01    
      2120 1.07777817e+02 1.07836357e+02 3.42692075e-03    
      2121 1.20594817e+02 1.14132869e+02 4.17567718e+01    
      2122 1.08226817e+02 1.09106317e+02 7.73518613e-01    
      2123 6.43168175e+01 6.48617276e+01 2.96927001e-01    
      2124 1.01803817e+02 1.04013686e+02 4.88351991e+00    
      2125 8.89048175e+01 8.33948921e+01 3.03592774e+01    
      2126 1.00569817e+02 9.90279877e+01 2.37723890e+00    
      2127 1.17960817e+02 1.22401662e+02 1.97210994e+01    
      2128 1.19208817e+02 1.17454545e+02 3.07747303e+00    
      2129 1.18921817e+02 1.18568435e+02 1.24879401e-01    
      2130 1.18105817e+02 1.30207698e+02 1.46455524e+02    
      2131 1.34495817e+02 1.33451719e+02 1.09014072e+00    
      2132 1.78065817e+02 1.82047440e+02 1.58533181e+01    
      2133 8.88618175e+01 8.93899308e+01 2.78903686e-01    
      2134 1.06049817e+02 1.08548091e+02 6.24137251e+00    
      2135 1.14195817e+02 1.20726326e+02 4.26475389e+01    
      2136 1.56107817e+02 1.57308382e+02 1.44135459e+00    
      2137 1.22307817e+02 1.17370704e+02 2.43750922e+01    
      2138 9.50388175e+01 9.92605300e+01 1.78228565e+01    
      2139 1.67492817e+02 1.63294960e+02 1.76220061e+01    
      2140 7.27778175e+01 7.36834400e+01 8.20152219e-01    
      2141 1.32798817e+02 1.37618139e+02 2.32258575e+01    
      2142 1.64118817e+02 1.45017436e+02 3.64862788e+02    
      2143 1.73445817e+02 1.69173322e+02 1.82542171e+01    
      2144 1.44564817e+02 1.44341809e+02 4.97329794e-02    
      2145 9.69228175e+01 9.56580595e+01 1.59961269e+00    
      2146 1.23066817e+02 1.21323288e+02 3.03989360e+00    
      2147 6.32148175e+01 6.63271693e+01 9.68673373e+00    
      2148 1.34136817e+02 1.24098379e+02 1.00770249e+02    
      2149 7.00228175e+01 7.14303764e+01 1.98122221e+00    
      2150 1.63767817e+02 1.65371804e+02 2.57277298e+00    
      2151 1.51748817e+02 1.43787352e+02 6.33849249e+01    
      2152 1.88073817e+02 1.89722245e+02 2.71731359e+00    
      2153 1.95414817e+02 1.79054474e+02 2.67660850e+02    
      2154 1.67715817e+02 1.63368779e+02 1.88967418e+01    
      2155 1.40419817e+02 1.49938068e+02 9.05970892e+01    
      2156 1.10373817e+02 1.07980505e+02 5.72794466e+00    
      2157 9.23888175e+01 9.25298453e+01 1.98888450e-02    
      2158 1.91760817e+02 1.83050780e+02 7.58647473e+01    
      2159 1.39328817e+02 1.42308873e+02 8.88073130e+00    
      2160 1.08296817e+02 1.07655538e+02 4.11239722e-01    
      2161 1.65595817e+02 1.58083331e+02 5.64374542e+01    
      2162 1.82541817e+02 1.63682632e+02 3.55668875e+02    
      2163 1.19448817e+02 1.14726977e+02 2.22957761e+01    
      2164 1.16635817e+02 1.21538705e+02 2.40383022e+01    
      2165 9.69058175e+01 9.51627339e+01 3.03834016e+00    
      2166 1.23632817e+02 1.22167015e+02 2.14857725e+00    
      2167 1.98841817e+02 1.97158305e+02 2.83421451e+00    
      2168 1.37622817e+02 1.29598557e+02 6.43887623e+01    
      2169 1.05301817e+02 1.01007221e+02 1.84435553e+01    
      2170 1.50162817e+02 1.41849376e+02 6.91133128e+01    
      2171 1.69803817e+02 1.46749865e+02 5.31484747e+02    
      2172 2.29122817e+02 2.42656652e+02 1.83164674e+02    
      2173 9.21188175e+01 9.27474767e+01 3.95212370e-01    
      2174 8.07048175e+01 7.83380874e+01 5.60141110e+00    
      2175 1.47026817e+02 1.50856943e+02 1.46698603e+01    
      2176 1.48211817e+02 1.52690260e+02 2.00564453e+01    
      2177 2.68754817e+02 2.56242161e+02 1.56566563e+02    
      2178 1.57432817e+02 1.53202713e+02 1.78937850e+01    
      2179 9.47338175e+01 9.93814817e+01 2.16007825e+01    
      2180 8.49128175e+01 8.98762873e+01 2.46360326e+01    
      2181 1.47265817e+02 1.32440989e+02 2.19775534e+02    
      2182 9.23978175e+01 9.22959969e+01 1.03674234e-02    
      2183 1.61942817e+02 1.68657540e+02 4.50874988e+01    
      2184 1.42657817e+02 1.40378362e+02 5.19591788e+00    
      2185 1.07491817e+02 1.06656192e+02 6.98269431e-01    
      2186 1.20224817e+02 1.21551153e+02 1.75916702e+00    
      2187 1.37953817e+02 1.42447307e+02 2.01914438e+01    
      2188 7.23088175e+01 7.38465820e+01 2.36471985e+00    
      2189 9.88428175e+01 1.00037801e+02 1.42798467e+00    
      2190 1.10010817e+02 1.00257804e+02 9.51212645e+01    
      2191 1.00419817e+02 1.02057623e+02 2.68240828e+00    
      2192 1.69770817e+02 1.55269093e+02 2.10300016e+02    
      2193 1.31071817e+02 1.30209418e+02 7.43732378e-01    
      2194 9.50908175e+01 9.63618834e+01 1.61560870e+00    
      2195 9.32738175e+01 8.84145755e+01 2.36122326e+01    
      2196 1.14396817e+02 1.16728073e+02 5.43475137e+00    
      2197 1.43312817e+02 1.32202616e+02 1.23436583e+02    
      2198 7.92838175e+01 8.30814783e+01 1.44222277e+01    
      2199 1.14212817e+02 1.10982534e+02 1.04347287e+01    
      2200 1.05736817e+02 9.90491786e+01 4.47245133e+01    
      2201 1.24483817e+02 1.25477343e+02 9.87093036e-01    
      2202 6.82728175e+01 6.80604549e+01 4.50978508e-02    
      2203 9.84498175e+01 1.00585505e+02 4.56115998e+00    
      2204 1.05054817e+02 1.05260596e+02 4.23446085e-02    
      2205 1.67916817e+02 1.75006030e+02 5.02569349e+01    
      2206 1.38347817e+02 1.34566964e+02 1.42948521e+01    
      2207 1.67747817e+02 1.78248465e+02 1.10263600e+02    
      2208 2.01929817e+02 2.04416112e+02 6.18166115e+00    
      2209 1.33218817e+02 1.38134619e+02 2.41651096e+01    
      2210 1.04447817e+02 1.04981277e+02 2.84578804e-01    
