#     index      Reference     Calculated        Error^2    
       899 9.24181747e+00 9.19869844e+00 1.85925075e-03    
       900 1.58958175e+01 1.62797373e+01 1.47394404e-01    
       901 3.63948175e+01 3.63211301e+01 5.42982194e-03    
       902 1.27658175e+01 1.26594918e+01 1.13051516e-02    
       903 8.14881747e+00 8.11907869e+00 8.84395045e-04    
       904 1.30978175e+01 1.36317468e+01 2.85080567e-01    
       905 8.33781747e+00 8.20565794e+00 1.74661406e-02    
       906 1.72478175e+01 1.68003320e+01 2.00243223e-01    
       907 1.67028175e+01 1.73612033e+01 4.33471887e-01    
       908 2.08018175e+01 2.16103585e+01 6.53738649e-01    
       909 1.68278175e+01 1.55122272e+01 1.73077786e+00    
       910 1.42458175e+01 1.43404866e+01 8.96224617e-03    
       911 8.05818175e+01 8.10310315e+01 2.01793266e-01    
       912 1.16978175e+01 1.09964085e+01 4.91974508e-01    
       913 1.38998175e+01 1.38117352e+01 7.75847890e-03    
       914 4.88288175e+01 4.90295285e+01 4.02849257e-02    
       915 4.74228175e+01 4.77722187e+01 1.22081189e-01    
       916 2.87858175e+01 2.89997355e+01 4.57609322e-02    
       917 1.11338175e+01 1.15972951e+01 2.14811517e-01    
       918 1.59038175e+01 1.61324534e+01 5.22743924e-02    
       919 1.03928175e+01 9.72019528e+00 4.52420616e-01    
       920 1.43018175e+01 1.40395222e+01 6.87988035e-02    
       921 1.27658175e+01 1.28118089e+01 2.11521307e-03    
       922 1.77688175e+01 1.78640390e+01 9.06713194e-03    
       923 3.86518175e+01 3.87636922e+01 1.25159601e-02    
       924 2.09868175e+01 2.11965148e+01 4.39729662e-02    
       925 1.45068175e+01 1.46181667e+01 1.23986430e-02    
       926 1.31418175e+01 1.30044853e+01 1.88601305e-02    
       927 1.72228175e+01 1.65946819e+01 3.94554303e-01    
       928 2.92978175e+01 2.88991145e+01 1.58964045e-01    
       929 1.13218175e+01 1.15447465e+01 4.96973569e-02    
       930 2.38178175e+01 2.34538327e+01 1.32484906e-01    
       931 1.03368175e+01 1.19584607e+01 2.62972663e+00    
       932 1.67968175e+01 1.74552520e+01 4.33536027e-01    
       933 1.02158175e+01 1.04966709e+01 7.88786687e-02    
       934 1.93538175e+01 1.94356391e+01 6.69477245e-03    
       935 1.39338175e+01 1.42053299e+01 7.37189846e-02    
       936 2.12438175e+01 2.16157534e+01 1.38336328e-01    
       937 1.10858175e+01 1.20393721e+01 9.09266429e-01    
       938 2.47268175e+01 2.56265158e+01 8.09457030e-01    
       939 1.79568175e+01 1.78614990e+01 9.08561940e-03    
       940 4.22781747e+00 4.38740235e+00 2.54673338e-02    
       941 1.18388175e+01 1.16555256e+01 3.35958944e-02    
       942 3.12318175e+01 3.17874217e+01 3.08696034e-01    
       943 1.69798175e+01 1.69893598e+01 9.10565761e-05    
       944 1.68208175e+01 1.66038929e+01 4.70562707e-02    
       945 1.14528175e+01 1.18452409e+01 1.53996149e-01    
       946 1.85138175e+01 1.88256827e+01 9.72599115e-02    
       947 3.94881747e+00 4.29724972e+00 1.21405035e-01    
       948 3.60048175e+01 3.67665479e+01 5.80233249e-01    
       949 1.13668175e+01 1.12639524e+01 1.05812216e-02    
       950 1.23398175e+01 1.24474780e+01 1.15907791e-02    
       951 6.61898175e+01 6.83431130e+01 4.63668154e+00    
       952 4.58798175e+01 4.97834248e+01 1.52381499e+01    
       953 9.63078175e+01 9.34626033e+01 8.09524352e+00    
       954 1.39657817e+02 1.43634182e+02 1.58114768e+01    
       955 6.13518175e+01 6.11464058e+01 4.21939490e-02    
       956 3.95178175e+01 3.89639027e+01 3.06821569e-01    
       957 2.52818175e+01 2.49373218e+01 1.18677257e-01    
       958 1.43318175e+01 1.44507925e+01 1.41550646e-02    
       959 3.56178175e+01 3.47249312e+01 7.97245878e-01    
       960 1.34734817e+02 1.36285728e+02 2.40532398e+00    
       961 3.39418175e+01 3.39987719e+01 3.24381170e-03    
       962 3.17048175e+01 3.11377426e+01 3.21573918e-01    
       963 5.91198175e+01 5.68833512e+01 5.00178145e+00    
       964 9.18258175e+01 9.10596734e+01 5.86976697e-01    
       965 3.02768175e+01 3.03475583e+01 5.00425811e-03    
       966 1.54488175e+01 1.50000275e+01 2.01412411e-01    
       967 3.04988175e+01 3.12261483e+01 5.29010140e-01    
       968 3.27428175e+01 3.28712961e+01 1.65067581e-02    
       969 3.14968175e+01 3.22569352e+01 5.77778994e-01    
       970 2.89708175e+01 2.81388768e+01 6.92125349e-01    
       971 7.73518175e+01 7.69555830e+01 1.57001792e-01    
       972 5.94098175e+01 6.04424491e+01 1.06632801e+00    
       973 5.52768175e+01 5.47544216e+01 2.72897474e-01    
       974 8.14708175e+01 8.22532823e+01 6.12251264e-01    
       975 4.49558175e+01 4.38314693e+01 1.26415891e+00    
       976 6.20448175e+01 6.33258407e+01 1.64102039e+00    
       977 8.14078175e+01 8.25348435e+01 1.27018762e+00    
       978 4.76348175e+01 4.62728189e+01 1.85504018e+00    
       979 7.52098175e+01 7.65997130e+01 1.93180968e+00    
       980 1.07831817e+02 1.07968204e+02 1.86013255e-02    
       981 4.77148175e+01 4.65161148e+01 1.43688807e+00    
       982 3.05888175e+01 2.93442386e+01 1.54897656e+00    
       983 4.12878175e+01 4.12259291e+01 3.83016532e-03    
       984 3.44568175e+01 3.45418528e+01 7.23101066e-03    
       985 4.21858175e+01 4.32619449e+01 1.15805029e+00    
       986 3.21988175e+01 3.45985581e+01 5.75875525e+00    
       987 1.87888175e+01 1.85128488e+01 7.61586805e-02    
       988 2.24088175e+01 2.19054186e+01 2.53410376e-01    
       989 6.42668175e+01 6.72758102e+01 9.05403702e+00    
       990 9.31468175e+01 8.59048176e+01 5.24465627e+01    
       991 3.92508175e+01 3.80516078e+01 1.43810385e+00    
       992 1.73908175e+01 1.85820906e+01 1.41913172e+00    
       993 4.75428175e+01 5.01570706e+01 6.83431927e+00    
       994 4.10148175e+01 4.27846005e+01 3.13213186e+00    
       995 6.18348175e+01 6.57386612e+01 1.52399962e+01    
       996 2.87118175e+01 3.03513717e+01 2.68813799e+00    
       997 3.21808175e+01 3.22276759e+01 2.19571234e-03    
       998 6.71288175e+01 6.69841643e+01 2.09245520e-02    
       999 4.42438175e+01 4.63270980e+01 4.34005768e+00    
      1000 5.00538175e+01 5.06004414e+01 2.98797673e-01    
      1001 1.71243817e+02 1.78245913e+02 4.90293468e+01    
      1002 1.33430817e+02 1.41400229e+02 6.35115128e+01    
      1003 1.09572817e+02 1.13083693e+02 1.23262452e+01    
      1004 1.35496817e+02 1.28945693e+02 4.29172321e+01    
      1005 6.76728175e+01 6.30405160e+01 2.14582170e+01    
      1006 1.57614817e+02 1.59098346e+02 2.20085730e+00    
      1007 1.55073817e+02 1.55786245e+02 5.07553501e-01    
      1008 2.11022817e+02 1.82632224e+02 8.06025822e+02    
      1009 8.38258175e+01 8.65658016e+01 7.50751292e+00    
      1010 1.49062817e+02 1.53634801e+02 2.09030352e+01    
      1011 1.00765817e+02 1.01012972e+02 6.10853406e-02    
      1012 9.25728175e+01 8.92654320e+01 1.09387985e+01    
      1013 7.13728175e+01 7.16395417e+01 7.11418210e-02    
      1014 1.06106817e+02 1.10236159e+02 1.70514613e+01    
      1015 1.70378817e+02 1.76252976e+02 3.45057394e+01    
      1016 1.54658817e+02 1.64055259e+02 8.82931060e+01    
      1017 1.05748817e+02 9.63426690e+01 8.84756289e+01    
      1018 1.37097817e+02 1.50825368e+02 1.88445652e+02    
      1019 1.08248817e+02 1.06872849e+02 1.89328907e+00    
      1020 1.89711817e+02 1.73114183e+02 2.75481486e+02    
      1021 2.06959817e+02 2.00814662e+02 3.77629379e+01    
      1022 1.14910817e+02 1.08916794e+02 3.59283172e+01    
      1023 8.49588175e+01 8.70275023e+01 4.27945678e+00    
      1024 5.69348175e+01 5.59044250e+01 1.06170858e+00    
      1025 1.23931817e+02 1.24208582e+02 7.65984124e-02    
      1026 1.81010817e+02 1.80424111e+02 3.44225055e-01    
      1027 1.04347817e+02 1.02760311e+02 2.52017674e+00    
      1028 9.50378175e+01 9.28547483e+01 4.76579113e+00    
      1029 1.34006817e+02 1.32869167e+02 1.29424953e+00    
      1030 1.20862817e+02 1.25308186e+02 1.97613051e+01    
      1031 1.66446817e+02 1.64545934e+02 3.61335853e+00    
      1032 1.01644817e+02 9.92179363e+01 5.88975208e+00    
      1033 8.24288175e+01 8.58356025e+01 1.16061844e+01    
      1034 1.38184817e+02 1.33811094e+02 1.91294555e+01    
      1035 7.79278175e+01 7.98021624e+01 3.51316890e+00    
      1036 1.25388817e+02 1.26576647e+02 1.41093800e+00    
      1037 2.49367817e+02 2.25998207e+02 5.46138711e+02    
      1038 9.94978175e+01 1.00908836e+02 1.99097386e+00    
      1039 8.59898175e+01 8.47901340e+01 1.43924054e+00    
      1040 9.44178175e+01 9.59192891e+01 2.25441720e+00    
      1041 1.10393817e+02 1.04401941e+02 3.59025857e+01    
      1042 1.06575817e+02 1.01113829e+02 2.98333211e+01    
      1043 8.79508175e+01 8.18001183e+01 3.78311002e+01    
      1044 9.80288175e+01 1.01206878e+02 1.01000670e+01    
      1045 1.75610817e+02 1.64337906e+02 1.27078533e+02    
      1046 1.75520817e+02 1.71790670e+02 1.39139996e+01    
      1047 1.02849817e+02 1.03217011e+02 1.34831401e-01    
      1048 6.69288175e+01 6.93262653e+01 5.74775616e+00    
      1049 8.49008175e+01 8.30657106e+01 3.36761712e+00    
      1050 1.48598817e+02 1.38258048e+02 1.06931504e+02    
      1051 1.11579817e+02 1.04438792e+02 5.09942393e+01    
      1052 8.28908175e+01 8.42930329e+01 1.96620803e+00    
      1053 1.11785817e+02 1.13849360e+02 4.25820846e+00    
      1054 6.09488175e+01 5.54260371e+01 3.05011033e+01    
      1055 7.83848175e+01 7.27399685e+01 3.18643203e+01    
      1056 6.21368175e+01 6.35315959e+01 1.94540674e+00    
      1057 8.22918175e+01 7.86066798e+01 1.35802395e+01    
      1058 8.42378175e+01 8.39924702e+01 6.01952866e-02    
      1059 5.85138175e+01 5.84786606e+01 1.23600402e-03    
      1060 8.38578175e+01 9.05785732e+01 4.51685580e+01    
      1061 7.73718175e+01 7.54072296e+01 3.85960569e+00    
      1062 7.38768175e+01 7.43249306e+01 2.00805412e-01    
      1063 1.04008817e+02 1.11215219e+02 5.19322274e+01    
      1064 1.13983817e+02 1.20752363e+02 4.58132067e+01    
      1065 1.61975817e+02 1.47518551e+02 2.09012552e+02    
      1066 1.31509817e+02 1.36792928e+02 2.79112531e+01    
      1067 1.69097817e+02 1.63003574e+02 3.71398010e+01    
      1068 1.39772817e+02 1.30907763e+02 7.85891981e+01    
      1069 9.33128175e+01 9.20428333e+01 1.61285968e+00    
      1070 1.23486817e+02 1.18210639e+02 2.78380568e+01    
      1071 1.09184817e+02 1.11889352e+02 7.31450713e+00    
      1072 1.48011817e+02 1.51194517e+02 1.01295778e+01    
      1073 9.97608175e+01 1.00342208e+02 3.38015373e-01    
      1074 1.29084817e+02 1.33864145e+02 2.28419738e+01    
      1075 1.09121817e+02 1.08739478e+02 1.46183825e-01    
      1076 7.15428175e+01 7.19400506e+01 1.57794152e-01    
      1077 1.63026817e+02 1.68599670e+02 3.10566877e+01    
      1078 9.14468175e+01 9.11183152e+01 1.07913766e-01    
      1079 7.30438175e+01 7.77869917e+01 2.24977019e+01    
      1080 1.55106817e+02 1.56840022e+02 3.00399661e+00    
      1081 1.01638817e+02 9.54000360e+01 3.89223946e+01    
      1082 5.00648175e+01 5.00318190e+01 1.08889924e-03    
      1083 1.07579817e+02 9.95934675e+01 6.37817857e+01    
      1084 1.88711817e+02 1.73385105e+02 2.34908100e+02    
      1085 9.10238175e+01 8.89765990e+01 4.19110364e+00    
      1086 8.93448175e+01 8.89115430e+01 1.87726802e-01    
      1087 1.56987817e+02 1.44090625e+02 1.66337568e+02    
      1088 1.03823817e+02 1.03246926e+02 3.32804323e-01    
      1089 8.66938175e+01 7.80661410e+01 7.44368006e+01    
      1090 8.23648175e+01 7.86983443e+01 1.34430254e+01    
      1091 1.25644817e+02 1.18269124e+02 5.44008600e+01    
      1092 1.05920817e+02 1.12869617e+02 4.82858082e+01    
      1093 4.36118175e+01 4.39726420e+01 1.30194367e-01    
      1094 9.92178175e+01 9.71714192e+01 4.18774594e+00    
      1095 7.66268175e+01 7.94349962e+01 7.88586799e+00    
      1096 1.18375817e+02 1.16366232e+02 4.03843374e+00    
      1097 7.26128175e+01 7.39667150e+01 1.83303847e+00    
      1098 1.21566817e+02 1.26895935e+02 2.83994974e+01    
      1099 9.51018175e+01 9.86173322e+01 1.23588438e+01    
      1100 5.97928175e+01 6.03936117e+01 3.60953742e-01    
      1101 7.49078175e+01 7.09216448e+01 1.58895729e+01    
      1102 1.02588817e+02 1.01373819e+02 1.47622095e+00    
      1103 9.10928175e+01 8.62161700e+01 2.37816907e+01    
      1104 6.69968175e+01 6.95105327e+01 6.31876408e+00    
      1105 6.01658175e+01 6.18712749e+01 2.90858519e+00    
      1106 3.63248175e+01 3.68332029e+01 2.58455711e-01    
      1107 7.27728175e+01 7.51867082e+01 5.82686834e+00    
      1108 9.45138175e+01 9.72605978e+01 7.54480221e+00    
      1109 9.25858175e+01 1.02500736e+02 9.83056176e+01    
      1110 9.58168175e+01 9.74322850e+01 2.60973520e+00    
      1111 1.23917817e+02 1.17340460e+02 4.32616299e+01    
      1112 1.49424817e+02 1.31964714e+02 3.04855201e+02    
      1113 1.16196817e+02 1.19810102e+02 1.30558270e+01    
      1114 8.55088175e+01 8.61927741e+01 4.67796672e-01    
      1115 1.95370817e+02 1.72915030e+02 5.04262388e+02    
      1116 7.35968175e+01 7.31382614e+01 2.10273662e-01    
      1117 9.74738175e+01 9.21615139e+01 2.82205688e+01    
      1118 7.38818175e+01 7.81183316e+01 1.79480523e+01    
      1119 1.31143817e+02 1.30144207e+02 9.99221876e-01    
      1120 6.80768175e+01 6.63664879e+01 2.92522736e+00    
      1121 1.06716817e+02 1.08094695e+02 1.89854538e+00    
      1122 9.22458175e+01 9.17968396e+01 2.01581170e-01    
      1123 6.64168175e+01 6.61067619e+01 9.61344378e-02    
      1124 6.93258175e+01 6.77568048e+01 2.46180090e+00    
      1125 1.36972817e+02 1.41232733e+02 1.81468782e+01    
      1126 4.56408175e+01 4.66979214e+01 1.11746866e+00    
      1127 1.95716817e+02 1.85088132e+02 1.12968955e+02    
      1128 1.59336817e+02 1.55335070e+02 1.60139809e+01    
      1129 1.35070817e+02 1.43659041e+02 7.37575764e+01    
      1130 1.12092817e+02 1.11023311e+02 1.14384505e+00    
      1131 1.05450817e+02 1.11527523e+02 3.69263503e+01    
      1132 8.07158175e+01 8.49329198e+01 1.77839524e+01    
      1133 5.94978175e+01 6.08596874e+01 1.85468969e+00    
      1134 9.32018175e+01 9.15821022e+01 2.62347749e+00    
      1135 1.06428817e+02 1.06290206e+02 1.92130851e-02    
      1136 6.64688175e+01 6.92667100e+01 7.82820280e+00    
      1137 1.07753817e+02 1.03170309e+02 2.10085502e+01    
      1138 9.82518175e+01 9.71338312e+01 1.24989325e+00    
      1139 1.22092817e+02 1.22221921e+02 1.66678076e-02    
      1140 1.04136817e+02 1.03410380e+02 5.27710954e-01    
      1141 9.33878175e+01 9.00916556e+01 1.08646828e+01    
      1142 6.06718175e+01 5.94536612e+01 1.48390478e+00    
      1143 8.97008175e+01 8.42029776e+01 3.02262435e+01    
      1144 6.33738175e+01 6.56621334e+01 5.23638980e+00    
      1145 1.22996817e+02 1.25539716e+02 6.46633343e+00    
      1146 1.64051817e+02 1.79657716e+02 2.43544065e+02    
      1147 8.91188175e+01 9.42986893e+01 2.68310720e+01    
      1148 1.41773817e+02 1.30891238e+02 1.18430540e+02    
      1149 1.60563817e+02 1.52592137e+02 6.35476818e+01    
      1150 1.92596817e+02 2.11661574e+02 3.63464933e+02    
      1151 1.24782817e+02 1.20140375e+02 2.15522708e+01    
      1152 7.47968175e+01 7.13914017e+01 1.15968566e+01    
      1153 1.61052817e+02 1.69896111e+02 7.82038476e+01    
      1154 3.99538175e+01 4.17652227e+01 3.28118890e+00    
      1155 2.05760817e+02 1.83235614e+02 5.07384789e+02    
      1156 5.36638175e+01 5.24900415e+01 1.37774998e+00    
      1157 1.54748817e+02 1.53816117e+02 8.69930277e-01    
      1158 1.59862817e+02 1.55867834e+02 1.59598898e+01    
      1159 1.54832817e+02 1.55861830e+02 1.05886716e+00    
      1160 1.18731817e+02 1.20337943e+02 2.57963840e+00    
      1161 8.90408175e+01 8.74846239e+01 2.42173831e+00    
      1162 1.84290817e+02 1.77778389e+02 4.24117290e+01    
      1163 2.05849817e+02 1.74182474e+02 1.00282066e+03    
      1164 1.61788817e+02 1.64076905e+02 5.23534331e+00    
      1165 1.69603817e+02 1.70247683e+02 4.14562527e-01    
      1166 6.53868175e+01 6.43121222e+01 1.15496991e+00    
      1167 1.16383817e+02 1.19279305e+02 8.38384675e+00    
      1168 1.08045817e+02 1.06491688e+02 2.41531855e+00    
      1169 8.54428175e+01 8.41022506e+01 1.79711947e+00    
      1170 9.93598175e+01 9.02545930e+01 8.29051135e+01    
      1171 8.69428175e+01 9.02534111e+01 1.09600303e+01    
      1172 1.51773817e+02 1.42844179e+02 7.97384373e+01    
      1173 9.76828175e+01 9.93879598e+01 2.90751022e+00    
      1174 1.20977817e+02 1.16740058e+02 1.79586064e+01    
      1175 1.29447817e+02 1.29933104e+02 2.35503031e-01    
      1176 7.34758175e+01 7.68376163e+01 1.13016912e+01    
      1177 8.90758175e+01 9.15124966e+01 5.93740534e+00    
      1178 8.16948175e+01 8.45571130e+01 8.19273588e+00    
      1179 1.00448817e+02 8.89960835e+01 1.31165117e+02    
      1180 6.38628175e+01 6.53365811e+01 2.17197923e+00    
      1181 8.12008175e+01 7.75099725e+01 1.36223368e+01    
      1182 8.33848175e+01 8.02395729e+01 9.89256346e+00    
      1183 8.08448175e+01 8.25899791e+01 3.04558896e+00    
      1184 9.69698175e+01 1.00279194e+02 1.09519742e+01    
      1185 1.58618817e+02 1.56328055e+02 5.24759297e+00    
      1186 8.49978175e+01 7.91165557e+01 3.45892404e+01    
      1187 1.12902817e+02 1.05127887e+02 6.04495494e+01    
      1188 8.81168175e+01 8.04417041e+01 5.89073655e+01    
      1189 8.60328175e+01 9.00007359e+01 1.57443770e+01    
      1190 8.03688175e+01 8.13709108e+01 1.00419105e+00    
      1191 1.38842817e+02 1.38737751e+02 1.10389907e-02    
      1192 7.86148175e+01 8.03513571e+01 3.01557003e+00    
      1193 1.13553817e+02 1.10983772e+02 6.60513171e+00    
      1194 1.01761817e+02 1.03485751e+02 2.97194596e+00    
      1195 7.49418175e+01 7.63266188e+01 1.91767478e+00    
      1196 1.06309817e+02 1.10677931e+02 1.90804124e+01    
      1197 1.39985817e+02 1.42494823e+02 6.29510791e+00    
      1198 7.92128175e+01 7.85003877e+01 5.07556241e-01    
      1199 1.26891817e+02 1.21875116e+02 2.51672956e+01    
      1200 8.52168175e+01 8.98474925e+01 2.14431509e+01    
      1201 9.79468175e+01 9.85261707e+01 3.35650157e-01    
      1202 1.62490817e+02 1.60523575e+02 3.87004365e+00    
      1203 1.71358817e+02 1.75493762e+02 1.70977688e+01    
      1204 1.18588817e+02 1.21804268e+02 1.03391227e+01    
      1205 1.11018817e+02 1.13727283e+02 7.33578804e+00    
      1206 2.05056817e+02 1.90890455e+02 2.00685826e+02    
      1207 1.20832817e+02 1.24344778e+02 1.23338655e+01    
      1208 7.78778175e+01 8.17715841e+01 1.51614188e+01    
      1209 9.01118175e+01 9.11888177e+01 1.15992947e+00    
      1210 1.12799817e+02 1.12050908e+02 5.60865440e-01    
      1211 1.25915817e+02 1.29679697e+02 1.41667878e+01    
      1212 9.79998175e+01 9.57970652e+01 4.85211767e+00    
      1213 7.13338175e+01 7.34457402e+01 4.46021762e+00    
      1214 1.18042817e+02 1.21419086e+02 1.13991915e+01    
      1215 6.95548175e+01 7.16936471e+01 4.57459221e+00    
      1216 1.53450817e+02 1.49162844e+02 1.83867167e+01    
      1217 1.63902817e+02 1.77609258e+02 1.87866503e+02    
      1218 5.90418175e+01 6.04803098e+01 2.06926017e+00    
      1219 1.11490817e+02 1.17235888e+02 3.30058328e+01    
      1220 8.85338175e+01 8.71610683e+01 1.88444025e+00    
      1221 1.56830817e+02 1.49235425e+02 5.76899909e+01    
      1222 1.31414817e+02 1.43816856e+02 1.53810563e+02    
      1223 8.76618175e+01 9.69684029e+01 8.66125318e+01    
      1224 5.22918175e+01 5.31518524e+01 7.39659997e-01    
      1225 9.49118175e+01 1.01826594e+02 4.78141375e+01    
      1226 7.46838175e+01 7.32789030e+01 1.97378475e+00    
      1227 1.14263817e+02 1.21663920e+02 5.47615105e+01    
      1228 1.24765817e+02 1.24097970e+02 4.46019862e-01    
      1229 1.03049817e+02 1.00719372e+02 5.43097603e+00    
      1230 1.16809817e+02 1.11685693e+02 2.62566486e+01    
      1231 1.65343817e+02 1.64293916e+02 1.10229336e+00    
      1232 1.02702817e+02 1.01778302e+02 8.54729602e-01    
      1233 1.23954817e+02 1.24710761e+02 5.71450042e-01    
      1234 5.88448175e+01 6.34780226e+01 2.14665902e+01    
      1235 9.72558175e+01 9.73006740e+01 2.01210457e-03    
      1236 8.65078175e+01 8.21324761e+01 1.91436118e+01    
      1237 1.07118817e+02 9.98560697e+01 5.27475054e+01    
      1238 1.23340817e+02 1.23039360e+02 9.08765156e-02    
      1239 1.06801817e+02 1.07115568e+02 9.84393985e-02    
      1240 7.21158175e+01 7.72552949e+01 2.64142286e+01    
      1241 7.50348175e+01 7.40974145e+01 8.78724357e-01    
      1242 9.14928175e+01 8.61036028e+01 2.90436351e+01    
      1243 6.88778175e+01 6.93025496e+01 1.80397358e-01    
      1244 7.55098175e+01 7.44814173e+01 1.05760687e+00    
      1245 1.45709817e+02 1.46836006e+02 1.26830058e+00    
      1246 8.63768175e+01 7.82541095e+01 6.59783848e+01    
      1247 1.46425817e+02 1.53555541e+02 5.08329548e+01    
      1248 1.23093817e+02 1.21328497e+02 3.11635560e+00    
      1249 1.70246817e+02 1.65097904e+02 2.65113095e+01    
      1250 1.40565817e+02 1.42104679e+02 2.36809621e+00    
      1251 1.45328817e+02 1.47465790e+02 4.56665017e+00    
      1252 9.06858175e+01 9.59699838e+01 2.79224142e+01    
      1253 6.91378175e+01 7.35820648e+01 1.97513346e+01    
      1254 7.86888175e+01 7.72648634e+01 2.02764526e+00    
      1255 8.12018175e+01 7.83693142e+01 8.02307465e+00    
      1256 1.77651817e+02 1.89917739e+02 1.50452842e+02    
      1257 1.43518817e+02 1.45043957e+02 2.32605173e+00    
      1258 1.74822817e+02 1.83241077e+02 7.08670885e+01    
      1259 1.09680817e+02 1.13677485e+02 1.59733524e+01    
      1260 1.75536817e+02 1.75725249e+02 3.55066073e-02    
      1261 1.29298817e+02 1.33525124e+02 1.78616698e+01    
      1262 1.23322817e+02 1.18652301e+02 2.18137197e+01    
      1263 6.60168175e+01 6.53262690e+01 4.76857173e-01    
      1264 1.25914817e+02 1.29806193e+02 1.51428061e+01    
      1265 1.06291817e+02 1.05630648e+02 4.37145626e-01    
      1266 1.30446817e+02 1.32432126e+02 3.94144846e+00    
      1267 3.76368175e+01 3.85713461e+01 8.73343825e-01    
      1268 9.42338175e+01 9.33270653e+01 8.22199511e-01    
      1269 9.61358175e+01 9.78341612e+01 2.88437149e+00    
      1270 9.12178175e+01 9.01611041e+01 1.11664305e+00    
      1271 1.46059817e+02 1.51854932e+02 3.35833489e+01    
      1272 1.56410817e+02 1.55035343e+02 1.89192901e+00    
      1273 7.39598175e+01 7.15800643e+01 5.66322519e+00    
      1274 5.39978175e+01 5.35797500e+01 1.74780410e-01    
      1275 1.63972817e+02 1.81314338e+02 3.00728330e+02    
      1276 6.52228175e+01 6.91045123e+01 1.50675551e+01    
      1277 9.09148175e+01 9.01693248e+01 5.55759304e-01    
      1278 1.16947817e+02 1.21581290e+02 2.14690712e+01    
      1279 7.69598175e+01 7.31202550e+01 1.47422396e+01    
      1280 7.66958175e+01 8.12916297e+01 2.11214902e+01    
      1281 1.09588817e+02 1.15441431e+02 3.42530898e+01    
      1282 1.95158817e+02 1.85471424e+02 9.38456001e+01    
      1283 9.75198175e+01 9.30360095e+01 2.01045337e+01    
      1284 6.66308175e+01 7.00773271e+01 1.18784289e+01    
      1285 1.34739817e+02 1.25439989e+02 8.64868134e+01    
      1286 1.68594817e+02 1.65454017e+02 9.86462453e+00    
      1287 8.99228175e+01 9.35680375e+01 1.32876293e+01    
      1288 1.30517817e+02 1.29165657e+02 1.82833665e+00    
      1289 6.63128175e+01 7.27097450e+01 4.09206815e+01    
      1290 6.64208175e+01 6.23707962e+01 1.64026723e+01    
      1291 8.28148175e+01 8.55939182e+01 7.72340101e+00    
      1292 1.11993817e+02 1.05938675e+02 3.66647553e+01    
      1293 1.14690817e+02 1.14718422e+02 7.62036230e-04    
      1294 1.31489817e+02 1.31486611e+02 1.02830230e-05    
      1295 9.00698175e+01 8.84084569e+01 2.76011906e+00    
      1296 1.28238817e+02 1.29883976e+02 2.70654733e+00    
      1297 1.16805817e+02 1.13110361e+02 1.36563979e+01    
      1298 1.26828817e+02 1.29433934e+02 6.78662955e+00    
      1299 7.25198175e+01 7.59130079e+01 1.15137414e+01    
      1300 8.65088175e+01 9.62159221e+01 9.42278797e+01    
      1301 7.59528175e+01 7.69099628e+01 9.16127104e-01    
      1302 2.15676817e+02 1.99606997e+02 2.58239135e+02    
      1303 9.68698175e+01 1.01797473e+02 2.42817884e+01    
      1304 9.90458175e+01 9.33532961e+01 3.24047994e+01    
      1305 1.32821817e+02 1.28768589e+02 1.64286606e+01    
      1306 1.34040817e+02 1.25806064e+02 6.78111579e+01    
      1307 1.25599817e+02 1.23805167e+02 3.22076943e+00    
      1308 1.35773817e+02 1.41525754e+02 3.30847734e+01    
      1309 5.82588175e+01 5.96928627e+01 2.05648579e+00    
      1310 1.71818817e+02 1.65962972e+02 3.42909316e+01    
      1311 1.26800817e+02 1.31685348e+02 2.38586389e+01    
      1312 9.30798175e+01 9.34516867e+01 1.38286752e-01    
      1313 1.09167817e+02 1.08733165e+02 1.88923113e-01    
      1314 1.06009817e+02 9.78394031e+01 6.67556702e+01    
      1315 1.35108817e+02 1.36883020e+02 3.14779285e+00    
      1316 5.82538175e+01 5.98819287e+01 2.65074609e+00    
      1317 1.29432817e+02 1.26199182e+02 1.04563989e+01    
      1318 1.15438817e+02 1.13778666e+02 2.75610312e+00    
      1319 8.03558175e+01 7.84961422e+01 3.45839204e+00    
      1320 1.87322817e+02 2.15360318e+02 7.86101431e+02    
      1321 1.59075817e+02 1.52193717e+02 4.73633020e+01    
      1322 1.29436817e+02 1.34763358e+02 2.83720370e+01    
      1323 9.47168175e+01 9.46983376e+01 3.41506191e-04    
      1324 7.99898175e+01 8.66342110e+01 4.41479653e+01    
      1325 5.82738175e+01 5.64164331e+01 3.44987687e+00    
      1326 1.00126817e+02 9.88647037e+01 1.59293121e+00    
      1327 1.72797817e+02 1.70211020e+02 6.69152136e+00    
      1328 1.22036817e+02 1.17516547e+02 2.04328414e+01    
      1329 8.46168175e+01 8.59001412e+01 1.64691990e+00    
      1330 1.57101817e+02 1.58879075e+02 3.15864542e+00    
      1331 1.10884817e+02 1.09841211e+02 1.08911429e+00    
      1332 8.88888175e+01 9.14124829e+01 6.36888703e+00    
      1333 8.88108175e+01 8.16782787e+01 5.08731097e+01    
      1334 8.60158175e+01 8.24172732e+01 1.29495209e+01    
      1335 1.12255817e+02 1.15863351e+02 1.30142960e+01    
      1336 1.70044817e+02 1.79682374e+02 9.28824996e+01    
      1337 1.25811817e+02 1.26958446e+02 1.31475799e+00    
      1338 8.21038175e+01 8.59812691e+01 1.50346313e+01    
